bundle_file,indexed,title,sha256,valid_json_bundle,objects,campaigns,campaign_reports,attack_patterns,relationships,campaign_uses_attack_pattern_edges,attack_pattern_to_attack_pattern_edges,sequence_like_fields,sequence_eligible_campaigns,error
owassrf-vulnerability-exploitation.json,1,OWASSRF-VULNERABILITY EXPLOITATION,e7eadc3e4f2f5dc15fa722ce2dd39d118e8f57920f8b1bac5b18569caeb36c71,1,251,1,1,13,180,13,0,[],0,
pastydraco.json,1,PASTY DRACO,87172c0c9afd79857802def0d60ef7b0840adc78430b7b679e25fdedc0d62c88,1,570,1,1,16,403,21,0,[],0,
playful-taurus.json,1,PLAYFUL TAURUS,0d3cdfc03cc162ceb4be59c1f0f8d000965d7b32dfb7f070a2f8d4df105e0ad9,1,217,1,1,12,152,12,0,[],0,
plugx-malware.json,1,PLUGX MALWARE,b862c6ebd4b1e4c1980c317001302b2de7ae25dc0d7dc8a9dd45c69c9328ddb8,1,141,1,1,8,86,8,0,[],0,
popping-eagle.json,1,POPPING-EAGLE MALWARE,9f5a9d9232f22dcf5e41c7b4bedfe0a3870878a9c24d5b36d97b0525ecf2017a,1,162,1,1,15,100,15,0,[],0,
projector-libra.json,1,PROJECTOR LIBRA,faada750b7f5cf4a781120be438ed506a09dca31e381735633f0e75452ec86f4,1,179,1,1,13,117,13,0,[],0,
prometheus-ransomware.json,1,PROMETHEUS RANSOMWARE,2f5d5c87ccc56010b622594e2a4a9153c5bca7667abbced6e3f0a610d57b7586,1,361,1,1,6,237,9,0,[],0,
pryinglibra.json,1,PRYING LIBRA,438d34f331bca94b4acbbbe227afdb884a681e47ff94a5f308e52bdced7f1b41,1,1898,2,2,11,1383,26,0,[],0,
radioserpens.json,1,RADIO SERPENS,21e47b5f37934ef2e89ed570ae0aaacdd331f93c5d46c2fb514208649ac0322c,1,177,1,1,8,126,8,0,[],0,
rancortaurus.json,1,RANCOR TAURUS,e9b7eaeaa83855dfc9c136cb8096bb19973c036315c8859c2770cb83162e8d31,1,702,3,3,33,553,70,0,[],0,
ransom-cartel.json,1,RANSOM-CARTEL RANSOMWARE,a4961db7a6aea4f2672a0e62a7ff1eada91f50f1d00a51a4ec00b409ee8144a0,1,337,1,1,33,237,33,0,[],0,
returnedlibra.json,1,RETURNED LIBRA,615716abddb1a535e78a8cc1cd219a455f097256a57fbbef68eb2c028431cd64,1,555,2,2,22,422,74,0,[],0,
revil-ransomware.json,1,REVIL RANSOMWARE,ba6d63f17b5f288442cdd485d3109b98d0a09438974c546d0ca72ca94f002a32,1,1024,3,3,50,824,101,0,[],0,
ruinousursa.json,1,RUINOUS URSA,450195d48bd5579b26aff7d0a00d65a5a79107c8332fc5649e9214f7521b82ff,1,159,1,1,11,101,11,0,[],0,
ryuk-ransomware.json,1,RYUK RANSOMWARE,f84d1111b4f168644434097b078d5aa6b917790c5c9a95328f32d0b09a3e8997,1,189,1,1,15,119,27,0,[],0,
shallowtaurus.json,1,SHALLOW TAURUS,74c2cbeaddc3f2f22b7e6792c12ec28f6114ee2b0cad0c38ee748e036d846451,1,543,2,2,23,401,39,0,[],0,
solarmarker.json,1,SOLARMARKER MALWARE,20ff95dd708d7984f38fe1a134ea3c7440f141240fb6f430c1270ed659eb5c96,1,605,1,1,9,464,27,0,[],0,
solarphoenix.json,1,SOLAR PHOENIX,b039240d08568ecf6be7749adbcf37b19673eb2e1b1b93f599a2810ac61badee,1,2431,1,1,21,1636,41,0,[],0,
stalkertaurus.json,1,STALKER TAURUS,a8c9a2f9c5229ed01eba9e96c3242e795c95b11fbf19edce35910af5c08ca4e6,1,235,2,2,14,148,22,0,[],0,
statelytaurus.json,1,STATELY TAURUS,4b819d45827f41b76d1340f0e2cf356ed5c39202e9f08ec34eee3348e3770ccf,1,3134,10,10,43,2323,142,0,[],0,
temp-acidbox.json,1,ACIDBOX MALWARE,8a5a46071ed685c4d384c912a3bd623371c6df5e5be5662ae58b1ba1d24a6723,1,165,1,1,8,105,13,0,[],0,
thieflibra.json,1,THIEF LIBRA,50d8d2aaf865d349f60e85a5b46315d0ffd81658c57cfb725e672d3831a1de48,1,1196,1,1,10,824,20,0,[],0,
thirstygemini.json,1,THIRSTY GEMINI,074b13a4e37c0fdfec82be8204aea01b96d45ef03d04db2c7480353d8894c47d,1,920,9,9,21,739,72,0,[],0,
tiltedtemple.json,1,TILTEDTEMPLE CAMPAIGN,52d40d382a09b66c60a031d9e4387c10dc89827b2085eff07db0062ba08b9e10,1,531,3,3,33,407,85,0,[],0,
trickbot.json,1,TRICKBOT MALWARE,2d96ee9e80ce0c39d2092b72f5296b74b1e5a87a3b4a3efd6e11072cca108a19,1,3049,1,1,22,2269,43,0,[],0,
tridentursa.json,1,TRIDENT URSA,1ef04da1d36032d1b8bda2557828ee24a10d0f8cdec2fb40c13d0d02f78d7fab,1,2636,2,2,18,1780,33,0,[],0,
trigona-ransomware.json,1,TRIGONA-RANSOMWARE,5b53e315684cf066c9963156b265c70d99471fd7ca7c277656665e00b68ed0e2,1,372,1,1,32,235,32,0,[],0,
tropicalscorpius.json,1,TROPICAL SCORPIUS,790de8baa991e043d3d03182273f80f92b6cbf73e5fb1e0ee7bb641abb0b3799,1,305,1,1,27,212,27,0,[],0,
vicesociety.json,1,VICE-SOCIETY RANSOMWARE,5b332914141b852eb47d5af9a169bd8bc6ae90f66d7cf0c6d55593fe7309a0c2,1,304,1,1,33,205,33,0,[],0,
vmware-vulnerabilities.json,1,VMWARE VULNERABILITIES,81b136bb146ba12902879dddaef743181f8d8e71bfcf0739f8ce329f2392118d,1,199,1,1,6,122,6,0,[],0,
wastedlocker-ransomware.json,1,WASTEDLOCKER RANSOMWARE,b057dc437f2682f57b2de0e41ac10599fbd1fa0a3f89e44ae2080120fd4b61bd,1,1014,1,1,15,725,27,0,[],0,
web-shells-in-digium-phones.json,1,WEB-SHELLS-IN-DIGIUM-PHONES,6b21693e132e13323f1834b4b52aa64bda1ebd1489330f1ff20c89fcc7228170,1,118,1,1,2,65,2,0,[],0,
windyphoenix.json,1,WINDY PHOENIX,aa79c531f2257ee81d74175117a2a0ea50be1e4bf8b305655390a003bfe4bf20,1,209,1,1,6,141,9,0,[],0,
zero-day-microsoft-exchange-vulnerabilities.json,1,ZERO-DAY-MICROSOFT-EXCHANGE-VULNERABILITIES,c9c0654c45776534a7c3c754328671c58bc6ff9fcc8465731178aa2681191d3b,1,313,1,1,10,214,14,0,[],0,
