bundle_file,campaign_id,campaign_name,first_seen,last_seen,campaign_reports,campaign_uses_attack_pattern_edges,unique_mitre_attack_ids,mitre_attack_ids,uses_created_unique,uses_modified_unique,report_attack_pattern_refs,attack_pattern_to_attack_pattern_edges,temporal_attack_pattern_edges,occurrence_sequence_fields,sequence_eligible,reason
agent-tesla.json,campaign--427da630-5b7d-4344-a148-2c778da78ad8,HTML Help Files Deliver Agent Tesla,2018-01-16T05:00:00.000Z,2021-01-22T04:59:59.000Z,1,7,7,"[""T1048"",""T1059.001"",""T1059.007"",""T1105"",""T1218.001"",""T1218.009"",""T1566.001""]",1,1,7,0,0,[],0,unordered campaign-to-technique membership only
agent-tesla.json,campaign--56443abd-2c1b-42a5-87c6-44d10de49684,Part 1: Malicious XLL Files and Agent Tesla Case Studies,2021-07-27T04:00:00.000Z,2021-12-01T05:00:00.000Z,1,10,10,"[""T1005"",""T1027.002"",""T1048"",""T1059.005"",""T1102"",""T1119"",""T1204"",""T1204.002"",""T1566"",""T1566.001""]",5,1,10,0,0,[],0,unordered campaign-to-technique membership only
agent-tesla.json,campaign--f3421cd6-d6ea-49d9-ad55-5d2b34977f2e,Weaponization of XLL: Agent Tesla and Dridex case studies (Part 2),2021-12-02T06:00:00.000Z,2022-02-28T06:00:00.000Z,1,9,9,"[""T1036"",""T1105"",""T1106"",""T1140"",""T1204.002"",""T1218.005"",""T1221"",""T1574.002"",""T1608.001""]",6,1,9,0,0,[],0,unordered campaign-to-technique membership only
api-hammering-technique.json,campaign--b214b49f-bfd9-4d1f-b265-48861312da24,Zloader and Bazarloader user API Hammering Technique,,,1,3,3,"[""T1027.002"",""T1497"",""T1497.003""]",1,1,3,0,0,[],0,unordered campaign-to-technique membership only
atlassian-confluence-CVE-2022-26134.json,campaign--31140269-e2a8-4b24-8f25-14834bacc95a,CVE-2022-26134 as seen in the wild by Cortex XDR,2022-06-03T04:00:00.000Z,2022-06-15T04:00:00.000Z,1,4,4,"[""T1059.004"",""T1105"",""T1546.004"",""T1583""]",1,1,4,0,0,[],0,unordered campaign-to-technique membership only
atlassian-confluence-CVE-2022-26134.json,campaign--f131ef31-a4fd-49ba-9c78-bd127a4e81f4,Atlassian Confluence Remote Code Execution Vulnerability (CVE-2022-26134),2022-05-31T20:47:00.000Z,2022-06-03T05:00:00.000Z,1,7,7,"[""T1003.008"",""T1059.003"",""T1070"",""T1082"",""T1190"",""T1505.003"",""T1595.002""]",4,1,7,0,0,[],0,unordered campaign-to-technique membership only
avoslocker-ransomware.json,campaign--4aa68af0-dcdc-41fc-9759-c797277d39d2,Campaign 1 - AvosLocker,2021-07-08T00:00:00.000Z,2021-08-01T00:00:00.000Z,1,11,6,"[""T1082"",""T1083"",""T1112"",""T1204"",""T1486"",""T1490""]",6,2,6,0,0,[],0,unordered campaign-to-technique membership only
blackbasta-ransomware.json,campaign--79f741f8-4a0f-488f-b991-fd8e12b6d449,Black Basta Ransomware Threat Assessment,2022-04-01T05:00:00.000Z,2022-08-10T05:00:00.000Z,1,30,30,"[""T1016"",""T1021.001"",""T1047"",""T1059"",""T1059.001"",""T1070.004"",""T1082"",""T1087.002"",""T1098"",""T1105"",""T1112"",""T1136"",""T1140"",""T1211"",""T1218.010"",""T1219"",""T1484.001"",""T1486"",""T1489"",""T1490"",""T1543.003"",""T1555"",""T1560.001"",""T1562.001"",""T1562.004"",""T1566.001"",""T1567"",""T1569.002"",""T1573"",""T1574.001""]",8,1,30,0,0,[],0,unordered campaign-to-technique membership only
blackcat-ransomware.json,campaign--65d0720e-8caa-43f9-a9cd-417d0a2dec88,BlackCat Ransomware,2021-11-29T00:00:00.000Z,2022-01-11T00:00:00.000Z,1,9,9,"[""T1003"",""T1048.002"",""T1070.004"",""T1078.003"",""T1486"",""T1555.003"",""T1562.001"",""T1567.002"",""T1589.001""]",5,1,9,0,0,[],0,unordered campaign-to-technique membership only
bluesky-ransomware.json,campaign--ed2c10cb-a067-4253-90a1-36eeded985a6,Bluesky Ransomware,2022-06-26T04:00:00.000Z,2022-06-29T04:00:00.000Z,1,10,10,"[""T1027"",""T1059.001"",""T1083"",""T1105"",""T1106"",""T1135"",""T1140"",""T1486"",""T1548"",""T1583""]",2,1,10,0,0,[],0,unordered campaign-to-technique membership only
boggyserpens.json,campaign--018c1134-aa94-4db1-81c5-e6e54903f0ef,Middle East Attacks Campaign,2017-02-01T00:00:00.000Z,2017-10-01T00:00:00.000Z,1,18,14,"[""T1003"",""T1043"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1102"",""T1105"",""T1189"",""T1204"",""T1497"",""T1566.001"",""T1571""]",8,5,14,0,0,[],0,unordered campaign-to-technique membership only
boggyserpens.json,campaign--d6dac9ac-244d-4d68-925f-0e5151b0a11d,BlackWater Campaign,2019-02-01T00:00:00.000Z,2019-03-01T00:00:00.000Z,1,23,17,"[""T1016"",""T1027"",""T1033"",""T1041"",""T1047"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1082"",""T1094"",""T1105"",""T1132"",""T1204"",""T1547.001"",""T1566.001""]",6,4,17,0,0,[],0,unordered campaign-to-technique membership only
brute-ratel.json,campaign--8ae13666-f413-41f5-903c-f51fde7b5755,Multiple campaigns with resume lures and OneDrive masquerade,2022-05-18T23:00:00.000Z,2022-05-22T23:00:00.000Z,1,13,13,"[""T1043"",""T1055"",""T1059.003"",""T1071"",""T1105"",""T1564.001"",""T1573"",""T1573.002"",""T1574.001"",""T1583.004"",""T1587.001"",""T1587.003"",""T1608.003""]",2,1,13,0,0,[],0,unordered campaign-to-technique membership only
chromeloader.json,campaign--c068392b-4ba9-423f-8820-d58da675be8c,ChromeLoader,2022-01-01T05:00:00.000Z,2022-06-09T04:00:00.000Z,1,3,3,"[""T1105"",""T1189"",""T1583""]",2,1,3,0,0,[],0,unordered campaign-to-technique membership only
clean-ursa.json,campaign--51b1dd01-ff47-4d15-ad87-9b88aa6153e3,POWERSHOWER,2018-07-20T00:00:00.000Z,2018-10-22T00:00:00.000Z,1,10,7,"[""T1059.001"",""T1071"",""T1082"",""T1203"",""T1221"",""T1547.001"",""T1566.001""]",4,4,7,0,0,[],0,unordered campaign-to-technique membership only
cloaked-ursa.json,campaign--27dd3747-673c-4603-a75f-5b62e82c6c93,MiniDionis Campaign,2015-07-07T00:00:00.000Z,2015-07-07T00:00:00.000Z,1,13,13,"[""T1036"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1070.004"",""T1071"",""T1082"",""T1105"",""T1189"",""T1204"",""T1566.001"",""T1566.002""]",2,1,13,0,0,[],0,unordered campaign-to-technique membership only
cloaked-ursa.json,campaign--56ea8bf8-1b60-4a23-9b26-fc94ba40d6e4,Google Drive used to Deliver Cobalt Strike,2022-05-24T05:00:00.000Z,2022-07-15T05:00:00.000Z,1,16,16,"[""T1016"",""T1027"",""T1057"",""T1059"",""T1071"",""T1082"",""T1102"",""T1105"",""T1140"",""T1547.001"",""T1553.005"",""T1564.001"",""T1566.001"",""T1567.002"",""T1574.002"",""T1588.002""]",4,1,16,0,0,[],0,unordered campaign-to-technique membership only
clop-ransomware.json,campaign--623ad686-e1f8-4315-a2d2-f342ce59ab0e,Campaign 1 - CLOP,2019-04-01T00:00:00.000Z,2021-04-12T00:00:00.000Z,1,15,9,"[""T1041"",""T1059.003"",""T1083"",""T1190"",""T1486"",""T1489"",""T1490"",""T1553.002"",""T1566.001""]",3,3,9,0,0,[],0,unordered campaign-to-technique membership only
conti-ransomware.json,campaign--e905d827-8885-4f3c-89db-8fe5fe943974,Threat Assessment: Conti Ransomware,2019-12-01T00:00:00.000Z,2021-06-10T14:45:15.036Z,1,30,16,"[""T1016"",""T1021.002"",""T1027"",""T1055.001"",""T1057"",""T1059.003"",""T1080"",""T1083"",""T1087.002"",""T1106"",""T1135"",""T1140"",""T1204"",""T1486"",""T1489"",""T1490""]",5,4,16,0,0,[],0,unordered campaign-to-technique membership only
crawling-taurus.json,campaign--352e36e2-33ad-4065-a080-f13778ce9593,Watering Hole Attack Campaign,2014-07-01T00:00:00.000Z,2014-10-03T00:00:00.000Z,1,3,3,"[""T1036"",""T1105"",""T1189""]",1,1,3,0,0,[],0,unordered campaign-to-technique membership only
crooked-pisces.json,campaign--5c97489a-715d-4c0b-9490-2bd9f4fa3dc8,SkySky Campaign,2019-04-29T00:00:00.000Z,2019-05-16T00:00:00.000Z,1,11,10,"[""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1082"",""T1105"",""T1140"",""T1496"",""T1566.001""]",7,4,10,0,0,[],0,unordered campaign-to-technique membership only
crooked-pisces.json,campaign--5e23ea27-371c-41d1-8bcb-d88750e50756,Eurasia Campaign,2018-01-01T00:00:00.000Z,2018-07-01T00:00:00.000Z,1,12,9,"[""T1005"",""T1016"",""T1033"",""T1056.004"",""T1059"",""T1071"",""T1082"",""T1547.001"",""T1566.001""]",8,4,9,0,0,[],0,unordered campaign-to-technique membership only
crooked-pisces.json,campaign--c42e161f-3c2e-4bfb-b17b-c95c0c26828a,Fractured Statue Campaign,2019-07-08T00:00:00.000Z,2019-10-31T00:00:00.000Z,1,21,15,"[""T1005"",""T1027"",""T1027.002"",""T1055"",""T1057"",""T1059"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1082"",""T1140"",""T1204"",""T1566.001""]",7,3,15,0,0,[],0,unordered campaign-to-technique membership only
crooked-pisces.json,campaign--c98c7f3f-80de-4456-8da8-206133617d48,Cryptomining HWP Campaign,2019-10-01T00:00:00.000Z,2019-10-01T00:00:00.000Z,1,8,8,"[""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1105"",""T1140"",""T1566.001""]",4,4,8,0,0,[],0,unordered campaign-to-technique membership only
cryptoclippy.json,campaign--6d40aef7-673f-4be9-a556-a4a5ba958a5f,CryptoClippy Speaks Portuguese,2022-11-01T05:00:00.000Z,2023-04-04T05:00:00.000Z,1,7,7,"[""T1059.001"",""T1070.003"",""T1115"",""T1140"",""T1204.002"",""T1497.001"",""T1547.001""]",5,1,7,0,0,[],0,unordered campaign-to-technique membership only
darkside-ransomware.json,campaign--946246cf-9ef1-42aa-bb12-5f50b492d844,Campaign 1 - Darkside,2020-01-08T00:00:00.000Z,2021-05-10T00:00:00.000Z,1,47,26,"[""T1003.001"",""T1003.002"",""T1003.006"",""T1020"",""T1021.001"",""T1053.005"",""T1057"",""T1059.001"",""T1071.001"",""T1078"",""T1080"",""T1082"",""T1083"",""T1087"",""T1090.003"",""T1112"",""T1119"",""T1133"",""T1190"",""T1486"",""T1489"",""T1490"",""T1497"",""T1548.002"",""T1560"",""T1566""]",22,2,26,0,0,[],0,unordered campaign-to-technique membership only
dearcry-ransomware.json,campaign--37f5552e-0e2e-4886-ac91-f448b9f1a794,Campaign 1 - DEARCRY RANSOMWARE,2021-03-11T00:00:00.000Z,2021-03-12T00:00:00.000Z,1,13,7,"[""T1083"",""T1190"",""T1486"",""T1489"",""T1547.001"",""T1562.001"",""T1569.002""]",5,2,7,0,0,[],0,unordered campaign-to-technique membership only
egregor-ransomware.json,campaign--c91ba616-50f8-48ff-beac-6431aef05727,Campaign 1 - Egregor Ransomware,2020-09-15T00:00:00.000Z,2020-11-16T00:00:00.000Z,1,30,16,"[""T1027"",""T1055"",""T1059.001"",""T1069"",""T1078"",""T1083"",""T1087"",""T1106"",""T1218.011"",""T1482"",""T1486"",""T1497"",""T1497.001"",""T1562.001"",""T1566.001"",""T1574.002""]",12,3,16,0,0,[],0,unordered campaign-to-technique membership only
ekans-ransomware.json,campaign--c126763e-181b-4909-b4c7-cbc343d4641d,Campaign 1 - EKANS Ransomware,2020-01-23T00:00:00.000Z,2020-05-07T13:04:57.637Z,1,31,16,"[""T1005"",""T1053"",""T1057"",""T1078"",""T1083"",""T1094"",""T1119"",""T1204"",""T1486"",""T1489"",""T1490"",""T1497"",""T1542.003"",""T1547.001"",""T1552.001"",""T1566.001""]",16,6,16,0,0,[],0,unordered campaign-to-technique membership only
emotet.json,campaign--6a997f51-ba69-4bb7-af2c-9fd3bdf8a46f,Emotet epoch 5 infection on January 11th 2022,2022-01-11T00:00:00.000Z,2022-01-11T00:00:00.000Z,1,7,7,"[""T1043"",""T1071"",""T1105"",""T1218.010"",""T1566.001"",""T1566.002"",""T1573.002""]",1,1,7,0,0,[],0,unordered campaign-to-technique membership only
emotet.json,campaign--7a5f2a81-7e74-4d9b-b52e-d8a25fb49507,Emotet epoch 4 abusing App Installer on November 30th 2021,2021-11-30T00:00:00.000Z,2021-11-30T00:00:00.000Z,1,6,6,"[""T1043"",""T1071"",""T1105"",""T1218.010"",""T1566.002"",""T1573.002""]",1,1,6,0,0,[],0,unordered campaign-to-technique membership only
emotet.json,campaign--b24cf270-c148-4429-b70a-c2244208a8e5,Emotet Malware,2021-12-01T05:00:00.000Z,2022-01-31T05:00:00.000Z,1,4,4,"[""T1027"",""T1059.001"",""T1105"",""T1566.001""]",3,1,4,0,0,[],0,unordered campaign-to-technique membership only
emotet.json,campaign--be3e0b90-e8cd-419c-b650-2c6a240f6092,Emotet epoch 4 infection on December 21st 2021,2021-12-21T00:00:00.000Z,2021-12-21T00:00:00.000Z,1,7,7,"[""T1059.001"",""T1071"",""T1105"",""T1218.010"",""T1566.001"",""T1566.002"",""T1573.002""]",2,1,7,0,0,[],0,unordered campaign-to-technique membership only
emotet.json,campaign--e9200156-16fa-4fbc-a386-e52d00d662df,Emotet epoch 4 activity on November 18th 2021,2022-05-18T08:00:00.126Z,2022-05-18T08:00:00.321Z,1,6,6,"[""T1043"",""T1071"",""T1105"",""T1218.010"",""T1566.001"",""T1573.002""]",2,1,6,0,0,[],0,unordered campaign-to-technique membership only
evasive-serpens.json,campaign--418eec9b-ca2d-48d6-92cc-7cf47b159e8c,first,2016-05-04T00:00:00.000Z,2017-09-26T00:00:00.000Z,1,55,37,"[""T1001"",""T1003"",""T1008"",""T1012"",""T1016"",""T1027"",""T1033"",""T1041"",""T1043"",""T1048"",""T1053"",""T1055.012"",""T1057"",""T1059"",""T1059.001"",""T1068"",""T1069"",""T1070.004"",""T1070.006"",""T1071"",""T1074"",""T1078"",""T1082"",""T1087"",""T1094"",""T1105"",""T1108"",""T1113"",""T1119"",""T1132"",""T1203"",""T1204"",""T1505.003"",""T1566.001"",""T1566.002"",""T1573"",""T1573.002""]",2,2,15,0,0,[],0,unordered campaign-to-technique membership only
evasive-serpens.json,campaign--a7f9f91c-cfa7-48f9-a2a3-9fe2013241ec,third,2016-05-31T00:00:00.000Z,2017-08-11T00:00:00.000Z,1,14,12,"[""T1003"",""T1027"",""T1059"",""T1070.004"",""T1070.006"",""T1074"",""T1078"",""T1105"",""T1108"",""T1203"",""T1505.003"",""T1566.002""]",1,1,12,0,0,[],0,unordered campaign-to-technique membership only
evasive-serpens.json,campaign--be414527-0ed6-4b77-b04b-2ffa2cd601eb,second,2017-07-23T00:00:00.000Z,2017-08-29T00:00:00.000Z,1,16,15,"[""T1008"",""T1016"",""T1033"",""T1053"",""T1055.012"",""T1057"",""T1068"",""T1069"",""T1071"",""T1074"",""T1082"",""T1087"",""T1094"",""T1204"",""T1566.001""]",1,1,15,0,0,[],0,unordered campaign-to-technique membership only
evasive-serpens.json,campaign--d6eab405-2a90-4981-bd25-0b161f1bc116,RDAT,2020-03-01T00:00:00.000Z,2020-04-01T00:00:00.000Z,1,16,12,"[""T1001"",""T1003"",""T1041"",""T1043"",""T1048"",""T1059"",""T1059.001"",""T1071"",""T1105"",""T1113"",""T1132"",""T1573.002""]",1,1,12,0,0,[],0,unordered campaign-to-technique membership only
evasive-serpens.json,campaign--e76e88c8-699a-4eeb-a8e5-3645826d6455,fourth,2018-01-08T00:00:00.000Z,2018-02-01T00:00:00.000Z,1,10,9,"[""T1041"",""T1053"",""T1059"",""T1071"",""T1105"",""T1132"",""T1204"",""T1566.001"",""T1573""]",1,1,9,0,0,[],0,unordered campaign-to-technique membership only
f5-big-ip-cve-2022-1388.json,campaign--40786ffd-5792-49d2-8521-30ee689bc7f8,Threat Brief: CVE-2022-1388,2022-05-04T04:00:00.000Z,2022-05-10T04:00:00.000Z,1,4,4,"[""T1105"",""T1190"",""T1203"",""T1608.001""]",4,1,4,0,0,[],0,unordered campaign-to-technique membership only
fighting-ursa.json,campaign--2791a5e0-d65a-43c0-936e-c15a6b7ba9d1,Fighting Ursa_play1,2018-02-01T00:00:00.000Z,2018-02-01T00:00:00.000Z,1,24,20,"[""T1016"",""T1027.002"",""T1037"",""T1055"",""T1057"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1083"",""T1105"",""T1113"",""T1115"",""T1119"",""T1132"",""T1204"",""T1218.011"",""T1564.001"",""T1566.001""]",4,4,20,0,0,[],0,unordered campaign-to-technique membership only
fighting-ursa.json,campaign--2f5734bf-4127-4997-9288-e9c5530aa737,GoZebrocy,2018-10-11T00:00:00.000Z,2018-10-11T00:00:00.000Z,1,16,11,"[""T1057"",""T1059"",""T1059.001"",""T1071"",""T1082"",""T1105"",""T1113"",""T1119"",""T1120"",""T1140"",""T1566.001""]",12,5,11,0,0,[],0,unordered campaign-to-technique membership only
fighting-ursa.json,campaign--40aaefc2-3fe9-423b-a6eb-55abf11639b7,dealerschoice_1,2018-03-12T00:00:00.000Z,2018-03-14T00:00:00.000Z,1,7,5,"[""T1043"",""T1082"",""T1204"",""T1566.001"",""T1573""]",4,4,5,0,0,[],0,unordered campaign-to-technique membership only
fighting-ursa.json,campaign--ffe94621-b007-4115-ad49-fb7c8a26b66a,Dear Joohn Campaign,2018-10-01T00:00:00.000Z,2018-11-01T00:00:00.000Z,1,19,15,"[""T1027.002"",""T1041"",""T1047"",""T1057"",""T1070.006"",""T1071"",""T1082"",""T1094"",""T1104"",""T1105"",""T1112"",""T1113"",""T1204"",""T1221"",""T1566.001""]",5,5,15,0,0,[],0,unordered campaign-to-technique membership only
gobruteforcer.json,campaign--008d93a5-9cf5-4f14-b605-e4f451684576,GoBruteforcer,2022-11-23T05:00:00.000Z,2023-01-09T05:00:00.000Z,1,7,7,"[""T1071"",""T1105"",""T1110"",""T1505.003"",""T1583"",""T1584"",""T1595""]",1,1,7,0,0,[],0,unordered campaign-to-technique membership only
golfing-taurus.json,campaign--d6f0f7ca-83c6-40ff-92d5-01923f8aa856,Espionage Campaign Targets Minority Activists,2013-01-01T05:00:00.000Z,2016-01-24T00:00:00.000Z,1,30,18,"[""T1001"",""T1016"",""T1041"",""T1056"",""T1057"",""T1059"",""T1071"",""T1083"",""T1105"",""T1113"",""T1203"",""T1204"",""T1217"",""T1547.001"",""T1566.001"",""T1571"",""T1573"",""T1573.002""]",9,7,18,0,0,[],0,unordered campaign-to-technique membership only
granite-taurus.json,campaign--2df3070e-d159-4987-a35f-e4ad5031fb29,September - November 2016,2016-09-01T00:00:00.000Z,2016-11-01T00:00:00.000Z,1,15,9,"[""T1057"",""T1071"",""T1082"",""T1083"",""T1105"",""T1204"",""T1553.002"",""T1566.001"",""T1573""]",2,2,9,0,0,[],0,unordered campaign-to-technique membership only
hellokitty-ransomware.json,campaign--486c7e2a-d463-46aa-9ae0-a19ace647f1c,Campaign 1 - HelloKitty Linux,2020-10-01T00:00:00.000Z,2021-07-31T00:00:00.000Z,1,2,2,"[""T1486"",""T1562.007""]",1,1,2,0,0,[],0,unordered campaign-to-technique membership only
hermeticwiper.json,campaign--c29c102c-6cc7-4539-a9d0-ac4a84b2f883,"Destructive wiper attacks against Ukraine, Latvia and Lithuania",2022-02-23T00:00:00.000Z,2022-02-23T00:00:00.000Z,1,12,6,"[""T1105"",""T1112"",""T1529"",""T1561.002"",""T1562.001"",""T1588.003""]",5,2,6,0,0,[],0,unordered campaign-to-technique membership only
hive-ransomware.json,campaign--ba2add2c-66db-4cf4-b0aa-57101510216d,Campaign 1 - Hive Leaks,2021-06-01T00:00:00.000Z,2021-08-15T00:00:00.000Z,1,14,8,"[""T1053.005"",""T1057"",""T1059.003"",""T1083"",""T1204"",""T1486"",""T1490"",""T1547.001""]",6,2,8,0,0,[],0,unordered campaign-to-technique membership only
hunter-serpens.json,campaign--37226399-e587-4b39-946b-7cdc80f48485,Campaign 2019,2019-05-19T00:00:00.000Z,2019-12-11T00:00:00.000Z,1,30,22,"[""T1001"",""T1003"",""T1005"",""T1021.001"",""T1021.002"",""T1046"",""T1048"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1061"",""T1070.003"",""T1071"",""T1078"",""T1094"",""T1114"",""T1132"",""T1140"",""T1187"",""T1189"",""T1199""]",18,5,22,0,0,[],0,unordered campaign-to-technique membership only
hunter-serpens.json,campaign--4a0826a8-7d36-4743-9592-0183c5eaddc2,Campaign 2018,2018-07-21T00:00:00.000Z,2018-12-26T00:00:00.000Z,1,23,14,"[""T1001"",""T1003"",""T1021.001"",""T1059.001"",""T1059.004"",""T1059.005"",""T1059.006"",""T1059.007"",""T1071"",""T1094"",""T1204"",""T1497"",""T1550.002"",""T1566.002""]",11,6,14,0,0,[],0,unordered campaign-to-technique membership only
hunter-serpens.json,campaign--690ab0de-5922-494c-bdf0-ee24131942a0,TriFive and Snugy Backdoors Campaign,2020-09-01T00:00:00.000Z,2020-10-01T00:00:00.000Z,1,15,10,"[""T1048"",""T1053.005"",""T1059"",""T1059.001"",""T1059.003"",""T1071.004"",""T1078"",""T1082"",""T1094"",""T1132""]",8,2,10,0,0,[],0,unordered campaign-to-technique membership only
hunter-serpens.json,campaign--de03a905-560e-4d3f-a8e4-3f59bf55fa37,Hunter Serpens BumbleBee Webshell Activity,2020-09-01T00:00:00.000Z,2020-11-01T00:00:00.000Z,1,41,21,"[""T1005"",""T1016"",""T1018"",""T1021.001"",""T1021.002"",""T1033"",""T1039"",""T1047"",""T1059.001"",""T1069"",""T1070.004"",""T1082"",""T1083"",""T1087"",""T1087.002"",""T1124"",""T1135"",""T1213"",""T1505.003"",""T1570"",""T1572""]",3,2,21,0,0,[],0,unordered campaign-to-technique membership only
icedid.json,campaign--1dcd56cc-72ee-459c-9641-6d664bfc1f55,Polyglot File Delivers IcedID,2022-08-08T21:49:00.000Z,2022-08-08T21:50:00.000Z,1,6,6,"[""T1071"",""T1071.001"",""T1105"",""T1204.002"",""T1218.005"",""T1566.001""]",4,1,6,0,0,[],0,unordered campaign-to-technique membership only
icedid.json,campaign--96606329-4cb5-44c0-91ef-8248bfb0e297,2022-08-10 Three Cobalt Strike stagers from one IcedID infection,2022-08-09T04:00:00.000Z,2022-08-10T18:35:58.000Z,1,4,4,"[""T1071.001"",""T1105"",""T1204.002"",""T1566.001""]",2,1,4,0,0,[],0,unordered campaign-to-technique membership only
