held_out_source,method,sample_id,campaign_id,prefix_len,target_size,transition_visibility,target_label_visibility,text_length_group,ndcg5,hit5,precision5,recall5
attack_flow,B0,attack_flow::Black Basta Ransomware::0015,Black Basta Ransomware,15,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Black Basta Ransomware::0016,Black Basta Ransomware,16,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Black Basta Ransomware::0017,Black Basta Ransomware,17,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Black Basta Ransomware::0018,Black Basta Ransomware,18,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Black Basta Ransomware::0019,Black Basta Ransomware,19,3,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Black Basta Ransomware::0020,Black Basta Ransomware,20,3,all_unseen,all_seen,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Black Basta Ransomware::0021,Black Basta Ransomware,21,3,all_unseen,mixed,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Black Basta Ransomware::0022,Black Basta Ransomware,22,3,mixed,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Black Basta Ransomware::0023,Black Basta Ransomware,23,2,all_unseen,mixed,ge40,0.23719771276929622,1.0,0.2,0.5
attack_flow,B0,attack_flow::Black Basta Ransomware::0024,Black Basta Ransomware,24,1,all_unseen,all_seen,ge40,1.0,1.0,0.2,1.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,CISA AA22-138B VMWare Workspace (Alt),1,3,all_unseen,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,CISA AA22-138B VMWare Workspace (Alt),2,3,all_unseen,all_seen,lt40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,CISA AA22-138B VMWare Workspace (Alt),3,3,mixed,all_seen,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,CISA AA22-138B VMWare Workspace (Alt),4,3,mixed,all_seen,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0005,CISA AA22-138B VMWare Workspace (Alt),5,2,all_unseen,all_seen,ge40,0.23719771276929622,1.0,0.2,0.5
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0006,CISA AA22-138B VMWare Workspace (Alt),6,3,all_seen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0007,CISA AA22-138B VMWare Workspace (Alt),7,2,all_seen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0008,CISA AA22-138B VMWare Workspace (Alt),8,1,all_seen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0001,CISA AA22-138B VMWare Workspace (TA1),1,3,all_unseen,mixed,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0002,CISA AA22-138B VMWare Workspace (TA1),2,3,all_unseen,mixed,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0003,CISA AA22-138B VMWare Workspace (TA1),3,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0004,CISA AA22-138B VMWare Workspace (TA1),4,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0005,CISA AA22-138B VMWare Workspace (TA1),5,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0006,CISA AA22-138B VMWare Workspace (TA1),6,3,mixed,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0007,CISA AA22-138B VMWare Workspace (TA1),7,2,mixed,mixed,ge40,0.6131471927654584,1.0,0.2,0.5
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::0008,CISA AA22-138B VMWare Workspace (TA1),8,1,all_unseen,all_seen,ge40,1.0,1.0,0.2,1.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0001,CISA AA22-138B VMWare Workspace (TA2),1,2,all_unseen,all_seen,ge40,0.8503449055347546,1.0,0.4,1.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0002,CISA AA22-138B VMWare Workspace (TA2),2,3,all_seen,all_seen,ge40,0.8529278650606567,1.0,0.6,1.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0003,CISA AA22-138B VMWare Workspace (TA2),3,3,all_seen,all_seen,lt40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0004,CISA AA22-138B VMWare Workspace (TA2),4,3,mixed,mixed,lt40,0.49818925746641285,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0005,CISA AA22-138B VMWare Workspace (TA2),5,2,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0006,CISA AA22-138B VMWare Workspace (TA2),6,3,mixed,mixed,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0007,CISA AA22-138B VMWare Workspace (TA2),7,3,all_unseen,mixed,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0008,CISA AA22-138B VMWare Workspace (TA2),8,3,mixed,mixed,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0009,CISA AA22-138B VMWare Workspace (TA2),9,2,all_unseen,mixed,lt40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::0010,CISA AA22-138B VMWare Workspace (TA2),10,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA Iranian APT::0001,CISA Iranian APT,1,3,all_unseen,all_seen,lt40,0.6508205185601091,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::CISA Iranian APT::0002,CISA Iranian APT,2,2,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA Iranian APT::0003,CISA Iranian APT,3,2,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA Iranian APT::0004,CISA Iranian APT,4,3,mixed,all_seen,lt40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0005,CISA Iranian APT,5,3,mixed,all_seen,lt40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA Iranian APT::0006,CISA Iranian APT,6,3,all_seen,all_seen,lt40,0.20210734650054757,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0007,CISA Iranian APT,7,3,all_unseen,all_seen,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0008,CISA Iranian APT,8,3,mixed,all_seen,ge40,0.6797310500037655,1.0,0.6,1.0
attack_flow,B0,attack_flow::CISA Iranian APT::0009,CISA Iranian APT,9,3,mixed,all_seen,ge40,0.7039180890341347,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::CISA Iranian APT::0010,CISA Iranian APT,10,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0011,CISA Iranian APT,11,3,all_unseen,all_seen,ge40,0.41618115554873086,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::CISA Iranian APT::0012,CISA Iranian APT,12,3,mixed,all_seen,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0013,CISA Iranian APT,13,3,mixed,all_seen,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0014,CISA Iranian APT,14,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA Iranian APT::0015,CISA Iranian APT,15,3,all_unseen,mixed,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0016,CISA Iranian APT,16,3,mixed,mixed,ge40,0.4367467095119258,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::CISA Iranian APT::0017,CISA Iranian APT,17,3,all_unseen,all_seen,lt40,0.6713860725233041,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::CISA Iranian APT::0018,CISA Iranian APT,18,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::CISA Iranian APT::0019,CISA Iranian APT,19,3,mixed,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::CISA Iranian APT::0020,CISA Iranian APT,20,2,mixed,mixed,ge40,0.6131471927654584,1.0,0.2,0.5
attack_flow,B0,attack_flow::CISA Iranian APT::0021,CISA Iranian APT,21,1,all_unseen,all_seen,ge40,0.6309297535714575,1.0,0.2,1.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0001,Cobalt Kitty Campaign,1,2,mixed,all_seen,ge40,0.6131471927654584,1.0,0.2,0.5
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0002,Cobalt Kitty Campaign,2,3,all_unseen,all_seen,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0003,Cobalt Kitty Campaign,3,3,all_unseen,all_seen,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0004,Cobalt Kitty Campaign,4,3,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0005,Cobalt Kitty Campaign,5,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0006,Cobalt Kitty Campaign,6,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0007,Cobalt Kitty Campaign,7,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0008,Cobalt Kitty Campaign,8,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0009,Cobalt Kitty Campaign,9,3,all_seen,all_seen,ge40,0.9060254355346823,1.0,0.6,1.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0010,Cobalt Kitty Campaign,10,2,all_seen,all_seen,ge40,1.0,1.0,0.4,1.0
attack_flow,B0,attack_flow::Cobalt Kitty Campaign::0011,Cobalt Kitty Campaign,11,1,all_seen,all_seen,ge40,1.0,1.0,0.2,1.0
attack_flow,B0,attack_flow::Conti CISA Alert::0001,Conti CISA Alert,1,3,mixed,all_seen,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Conti CISA Alert::0002,Conti CISA Alert,2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti CISA Alert::0003,Conti CISA Alert,3,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti CISA Alert::0004,Conti CISA Alert,4,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti CISA Alert::0005,Conti CISA Alert,5,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti PWC::0001,Conti PWC,1,3,mixed,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Conti PWC::0002,Conti PWC,2,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti PWC::0003,Conti PWC,3,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti Ransomware::0001,Conti Ransomware,1,3,mixed,all_seen,ge40,0.5307212739772434,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::Conti Ransomware::0002,Conti Ransomware,2,2,mixed,all_seen,ge40,0.3065735963827292,1.0,0.2,0.5
attack_flow,B0,attack_flow::Conti Ransomware::0003,Conti Ransomware,3,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Conti Ransomware::0004,Conti Ransomware,4,3,all_unseen,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Conti Ransomware::0005,Conti Ransomware,5,3,mixed,all_seen,ge40,0.20210734650054757,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Conti Ransomware::0006,Conti Ransomware,6,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Conti Ransomware::0007,Conti Ransomware,7,2,all_unseen,all_seen,ge40,0.6131471927654584,1.0,0.2,0.5
attack_flow,B0,attack_flow::Conti Ransomware::0008,Conti Ransomware,8,2,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti Ransomware::0009,Conti Ransomware,9,1,all_unseen,all_seen,ge40,0.43067655807339306,1.0,0.2,1.0
attack_flow,B0,attack_flow::Conti Ransomware::0010,Conti Ransomware,10,2,all_seen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti Ransomware::0011,Conti Ransomware,11,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti Ransomware::0012,Conti Ransomware,12,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti Ransomware::0014,Conti Ransomware,14,2,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Conti Ransomware::0015,Conti Ransomware,15,1,all_unseen,all_seen,lt40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0001,DFIR - BumbleBee Round 2,1,3,all_unseen,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0002,DFIR - BumbleBee Round 2,2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0003,DFIR - BumbleBee Round 2,3,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0004,DFIR - BumbleBee Round 2,4,3,all_unseen,all_seen,ge40,0.7653606369886217,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0005,DFIR - BumbleBee Round 2,5,3,mixed,mixed,ge40,0.5307212739772434,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0006,DFIR - BumbleBee Round 2,6,3,mixed,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0007,DFIR - BumbleBee Round 2,7,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0008,DFIR - BumbleBee Round 2,8,3,all_unseen,mixed,lt40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0009,DFIR - BumbleBee Round 2,9,3,all_unseen,mixed,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0010,DFIR - BumbleBee Round 2,10,3,mixed,mixed,ge40,0.7039180890341347,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0011,DFIR - BumbleBee Round 2,11,2,all_unseen,all_seen,lt40,0.9197207891481876,1.0,0.4,1.0
attack_flow,B0,attack_flow::DFIR - BumbleBee Round 2::0012,DFIR - BumbleBee Round 2,12,1,all_unseen,all_seen,ge40,0.43067655807339306,1.0,0.2,1.0
attack_flow,B0,attack_flow::Equifax Breach::0001,Equifax Breach,1,3,all_unseen,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Equifax Breach::0002,Equifax Breach,2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Equifax Breach::0003,Equifax Breach,3,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Equifax Breach::0004,Equifax Breach,4,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Equifax Breach::0005,Equifax Breach,5,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Equifax Breach::0006,Equifax Breach,6,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Equifax Breach::0007,Equifax Breach,7,2,mixed,mixed,ge40,0.2640681225725909,1.0,0.2,0.5
attack_flow,B0,attack_flow::Equifax Breach::0008,Equifax Breach,8,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0001,FIN13 Case 1,1,3,all_unseen,mixed,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0002,FIN13 Case 1,2,3,all_unseen,mixed,lt40,0.6713860725233041,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::FIN13 Case 1::0003,FIN13 Case 1,3,3,all_unseen,all_seen,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0004,FIN13 Case 1,4,3,all_unseen,all_seen,lt40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0005,FIN13 Case 1,5,2,all_unseen,all_seen,ge40,0.23719771276929622,1.0,0.2,0.5
attack_flow,B0,attack_flow::FIN13 Case 1::0006,FIN13 Case 1,6,2,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0007,FIN13 Case 1,7,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0008,FIN13 Case 1,8,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0009,FIN13 Case 1,9,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0010,FIN13 Case 1,10,3,all_unseen,mixed,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0011,FIN13 Case 1,11,3,mixed,mixed,ge40,0.7653606369886217,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::FIN13 Case 1::0012,FIN13 Case 1,12,3,all_unseen,all_seen,ge40,0.7653606369886217,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::FIN13 Case 1::0013,FIN13 Case 1,13,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0014,FIN13 Case 1,14,3,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0015,FIN13 Case 1,15,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0016,FIN13 Case 1,16,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0017,FIN13 Case 1,17,3,mixed,all_seen,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0018,FIN13 Case 1,18,3,mixed,all_seen,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0019,FIN13 Case 1,19,3,all_unseen,all_seen,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0020,FIN13 Case 1,20,3,all_unseen,all_seen,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 1::0021,FIN13 Case 1,21,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0022,FIN13 Case 1,22,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0023,FIN13 Case 1,23,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0024,FIN13 Case 1,24,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0025,FIN13 Case 1,25,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 1::0029,FIN13 Case 1,29,3,all_unseen,mixed,ge40,0.7039180890341347,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::FIN13 Case 1::0030,FIN13 Case 1,30,2,all_unseen,mixed,ge40,0.3065735963827292,1.0,0.2,0.5
attack_flow,B0,attack_flow::FIN13 Case 1::0031,FIN13 Case 1,31,1,all_unseen,all_seen,ge40,0.5,1.0,0.2,1.0
attack_flow,B0,attack_flow::FIN13 Case 2::0001,FIN13 Case 2,1,3,all_unseen,mixed,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 2::0002,FIN13 Case 2,2,3,mixed,mixed,ge40,0.20210734650054757,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 2::0003,FIN13 Case 2,3,3,all_unseen,mixed,lt40,0.20210734650054757,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 2::0004,FIN13 Case 2,4,2,all_unseen,mixed,ge40,0.3065735963827292,1.0,0.2,0.5
attack_flow,B0,attack_flow::FIN13 Case 2::0005,FIN13 Case 2,5,3,mixed,mixed,ge40,0.6713860725233041,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::FIN13 Case 2::0007,FIN13 Case 2,7,3,all_unseen,all_seen,lt40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 2::0008,FIN13 Case 2,8,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 2::0009,FIN13 Case 2,9,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 2::0010,FIN13 Case 2,10,3,all_unseen,mixed,ge40,0.23463936301137822,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 2::0011,FIN13 Case 2,11,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 2::0012,FIN13 Case 2,12,3,all_unseen,mixed,lt40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::FIN13 Case 2::0013,FIN13 Case 2,13,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::FIN13 Case 2::0014,FIN13 Case 2,14,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,B0,attack_flow::Gootloader::0001,Gootloader,1,3,all_unseen,all_seen,ge40,0.20210734650054757,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Gootloader::0002,Gootloader,2,3,mixed,all_seen,ge40,0.7653606369886217,1.0,0.4,0.6666666666666666
attack_flow,B0,attack_flow::Gootloader::0003,Gootloader,3,2,mixed,all_seen,ge40,0.6131471927654584,1.0,0.2,0.5
attack_flow,B0,attack_flow::Gootloader::0005,Gootloader,5,3,all_unseen,all_seen,ge40,0.46927872602275644,1.0,0.2,0.3333333333333333
attack_flow,B0,attack_flow::Gootloader::0006,Gootloader,6,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
