status,sample_id,source,campaign_id,development_slot,method,targets,ranking,ndcg5,hit5,precision5,recall5
development_descriptive_only,attack_flow::Maastricht University Ransomware::0002,attack_flow,Maastricht University Ransomware,attack_flow:short:2,EDLR,"[""T1059"",""T1210"",""T1068""]","[""T1059"",""T1069"",""T1082"",""T1105"",""T1574""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,attack_flow::Maastricht University Ransomware::0002,attack_flow,Maastricht University Ransomware,attack_flow:short:2,EDLR_SHUFFLE,"[""T1059"",""T1210"",""T1068""]","[""T1059"",""T1105"",""T1547"",""T1574"",""T1003""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,attack_flow:short:3,B0,"[""T1059"",""T1518""]","[""T1003"",""T1021"",""T1078"",""T1059"",""T1105""]",0.2640681225725909,1.0,0.2,0.5
development_descriptive_only,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,attack_flow:short:3,EA_TOP5,"[""T1059"",""T1518""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.6131471927654584,1.0,0.2,0.5
development_descriptive_only,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,attack_flow:short:3,UNION_LLM,"[""T1059"",""T1518""]","[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]",0.2640681225725909,1.0,0.2,0.5
development_descriptive_only,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,attack_flow:short:3,EDLR,"[""T1059"",""T1518""]","[""T1003"",""T1021"",""T1078"",""T1105"",""T1059""]",0.23719771276929622,1.0,0.2,0.5
development_descriptive_only,attack_flow::Mac Malware Steals Crypto::0003,attack_flow,Mac Malware Steals Crypto,attack_flow:short:3,EDLR_SHUFFLE,"[""T1059"",""T1518""]","[""T1003"",""T1078"",""T1021"",""T1059"",""T1105""]",0.2640681225725909,1.0,0.2,0.5
development_descriptive_only,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,attack_flow:medium:4,B0,"[""T1105"",""T1059"",""T1486""]","[""T1105"",""T1059"",""T1005"",""T1003"",""T1021""]",0.7653606369886217,1.0,0.4,0.6666666666666666
development_descriptive_only,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,attack_flow:medium:4,EA_TOP5,"[""T1105"",""T1059"",""T1486""]","[""T1059"",""T1105"",""T1021"",""T1003"",""T1005""]",0.7653606369886217,1.0,0.4,0.6666666666666666
development_descriptive_only,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,attack_flow:medium:4,UNION_LLM,"[""T1105"",""T1059"",""T1486""]","[""T1059"",""T1105"",""T1003"",""T1021"",""T1041""]",0.7653606369886217,1.0,0.4,0.6666666666666666
development_descriptive_only,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,attack_flow:medium:4,EDLR,"[""T1105"",""T1059"",""T1486""]","[""T1105"",""T1070"",""T1016"",""T1041"",""T1003""]",0.46927872602275644,1.0,0.2,0.3333333333333333
development_descriptive_only,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,attack_flow:medium:4,EDLR_SHUFFLE,"[""T1105"",""T1059"",""T1486""]","[""T1003"",""T1005"",""T1016"",""T1021"",""T1059""]",0.18154179253735267,1.0,0.2,0.3333333333333333
development_descriptive_only,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,attack_flow:long:3,B0,"[""T1567""]","[""T1021"",""T1003"",""T1078"",""T1105"",""T1041""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,attack_flow:long:3,EA_TOP5,"[""T1567""]","[""T1021"",""T1003"",""T1078"",""T1105"",""T1041""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,attack_flow:long:3,UNION_LLM,"[""T1567""]","[""T1021"",""T1003"",""T1078"",""T1105"",""T1041""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,attack_flow:long:3,EDLR,"[""T1567""]","[""T1003"",""T1021"",""T1074"",""T1041"",""T1560""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,attack_flow:long:3,EDLR_SHUFFLE,"[""T1567""]","[""T1003"",""T1021"",""T1041"",""T1105"",""T1078""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::WhisperGate::0012,attack_flow,WhisperGate,attack_flow:long:1,B0,"[""T1055"",""T1218"",""T1082""]","[""T1059"",""T1027"",""T1105"",""T1486"",""T1562""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::WhisperGate::0012,attack_flow,WhisperGate,attack_flow:long:1,EA_TOP5,"[""T1055"",""T1218"",""T1082""]","[""T1059"",""T1027"",""T1105"",""T1562"",""T1486""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::WhisperGate::0012,attack_flow,WhisperGate,attack_flow:long:1,UNION_LLM,"[""T1055"",""T1218"",""T1082""]","[""T1059"",""T1027"",""T1105"",""T1562"",""T1486""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::WhisperGate::0012,attack_flow,WhisperGate,attack_flow:long:1,EDLR,"[""T1055"",""T1218"",""T1082""]","[""T1059"",""T1105"",""T1003"",""T1070"",""T1041""]",0.0,0.0,0.0,0.0
development_descriptive_only,attack_flow::WhisperGate::0012,attack_flow,WhisperGate,attack_flow:long:1,EDLR_SHUFFLE,"[""T1055"",""T1218"",""T1082""]","[""T1059"",""T1003"",""T1027"",""T1562"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::apt29::unknown::0027,ctid,apt29::unknown,ctid:long:1,B0,"[""T1003"",""T1134"",""T1552""]","[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::apt29::unknown::0027,ctid,apt29::unknown,ctid:long:1,EA_TOP5,"[""T1003"",""T1134"",""T1552""]","[""T1021"",""T1078"",""T1053"",""T1105"",""T1071""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::apt29::unknown::0027,ctid,apt29::unknown,ctid:long:1,UNION_LLM,"[""T1003"",""T1134"",""T1552""]","[""T1021"",""T1078"",""T1105"",""T1053"",""T1071""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::apt29::unknown::0027,ctid,apt29::unknown,ctid:long:1,EDLR,"[""T1003"",""T1134"",""T1552""]","[""T1027"",""T1105"",""T1021"",""T1046"",""T1543""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::apt29::unknown::0027,ctid,apt29::unknown,ctid:long:1,EDLR_SHUFFLE,"[""T1003"",""T1134"",""T1552""]","[""T1071"",""T1027"",""T1053"",""T1078"",""T1046""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::carbanak::unknown::0007,ctid,carbanak::unknown,ctid:short:1,B0,"[""T1057"",""T1083"",""T1005""]","[""T1059"",""T1003"",""T1105"",""T1078"",""T1021""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::carbanak::unknown::0007,ctid,carbanak::unknown,ctid:short:1,EA_TOP5,"[""T1057"",""T1083"",""T1005""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::carbanak::unknown::0007,ctid,carbanak::unknown,ctid:short:1,UNION_LLM,"[""T1057"",""T1083"",""T1005""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::carbanak::unknown::0007,ctid,carbanak::unknown,ctid:short:1,EDLR,"[""T1057"",""T1083"",""T1005""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::carbanak::unknown::0007,ctid,carbanak::unknown,ctid:short:1,EDLR_SHUFFLE,"[""T1057"",""T1083"",""T1005""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin6::unknown::0011,ctid,fin6::unknown,ctid:medium:3,B0,"[""T1547"",""T1053"",""T1048""]","[""T1021"",""T1078"",""T1059"",""T1005"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin6::unknown::0011,ctid,fin6::unknown,ctid:medium:3,EA_TOP5,"[""T1547"",""T1053"",""T1048""]","[""T1059"",""T1078"",""T1021"",""T1005"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin6::unknown::0011,ctid,fin6::unknown,ctid:medium:3,UNION_LLM,"[""T1547"",""T1053"",""T1048""]","[""T1021"",""T1059"",""T1078"",""T1105"",""T1005""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin6::unknown::0011,ctid,fin6::unknown,ctid:medium:3,EDLR,"[""T1547"",""T1053"",""T1048""]","[""T1562"",""T1518"",""T1021"",""T1059"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin6::unknown::0011,ctid,fin6::unknown,ctid:medium:3,EDLR_SHUFFLE,"[""T1547"",""T1053"",""T1048""]","[""T1078"",""T1105"",""T1059"",""T1021"",""T1562""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin7::unknown::0005,ctid,fin7::unknown,ctid:short:3,B0,"[""T1574"",""T1027"",""T1546""]","[""T1021"",""T1078"",""T1105"",""T1053"",""T1005""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin7::unknown::0005,ctid,fin7::unknown,ctid:short:3,EA_TOP5,"[""T1574"",""T1027"",""T1546""]","[""T1021"",""T1078"",""T1105"",""T1053"",""T1005""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin7::unknown::0005,ctid,fin7::unknown,ctid:short:3,UNION_LLM,"[""T1574"",""T1027"",""T1546""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin7::unknown::0005,ctid,fin7::unknown,ctid:short:3,EDLR,"[""T1574"",""T1027"",""T1546""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::fin7::unknown::0005,ctid,fin7::unknown,ctid:short:3,EDLR_SHUFFLE,"[""T1574"",""T1027"",""T1546""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::menu_pass::unknown::0011,ctid,menu_pass::unknown,ctid:medium:1,B0,"[""T1553""]","[""T1021"",""T1078"",""T1105"",""T1560"",""T1074""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::menu_pass::unknown::0011,ctid,menu_pass::unknown,ctid:medium:1,EA_TOP5,"[""T1553""]","[""T1078"",""T1021"",""T1105"",""T1560"",""T1074""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::menu_pass::unknown::0011,ctid,menu_pass::unknown,ctid:medium:1,UNION_LLM,"[""T1553""]","[""T1021"",""T1078"",""T1059"",""T1105"",""T1560""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::menu_pass::unknown::0011,ctid,menu_pass::unknown,ctid:medium:1,EDLR,"[""T1553""]","[""T1021"",""T1078"",""T1059"",""T1562"",""T1518""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::menu_pass::unknown::0011,ctid,menu_pass::unknown,ctid:medium:1,EDLR_SHUFFLE,"[""T1553""]","[""T1021"",""T1078"",""T1059"",""T1074"",""T1562""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,ctid:long:2,B0,"[""T1083"",""T1048"",""T1070""]","[""T1021"",""T1105"",""T1003"",""T1078"",""T1059""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,ctid:long:2,EA_TOP5,"[""T1083"",""T1048"",""T1070""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,ctid:long:2,UNION_LLM,"[""T1083"",""T1048"",""T1070""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,ctid:long:2,EDLR,"[""T1083"",""T1048"",""T1070""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::oilrig::unknown::0034,ctid,oilrig::unknown,ctid:long:2,EDLR_SHUFFLE,"[""T1083"",""T1048"",""T1070""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::sandworm::unknown::0010,ctid,sandworm::unknown,ctid:short:2,B0,"[""T1003"",""T1552"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.4367467095119258,1.0,0.4,0.6666666666666666
development_descriptive_only,ctid::sandworm::unknown::0010,ctid,sandworm::unknown,ctid:short:2,EA_TOP5,"[""T1003"",""T1552"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.4367467095119258,1.0,0.4,0.6666666666666666
development_descriptive_only,ctid::sandworm::unknown::0010,ctid,sandworm::unknown,ctid:short:2,UNION_LLM,"[""T1003"",""T1552"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.4367467095119258,1.0,0.4,0.6666666666666666
development_descriptive_only,ctid::sandworm::unknown::0010,ctid,sandworm::unknown,ctid:short:2,EDLR,"[""T1003"",""T1552"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.4367467095119258,1.0,0.4,0.6666666666666666
development_descriptive_only,ctid::sandworm::unknown::0010,ctid,sandworm::unknown,ctid:short:2,EDLR_SHUFFLE,"[""T1003"",""T1552"",""T1021""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.4367467095119258,1.0,0.4,0.6666666666666666
development_descriptive_only,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,ctid:long:3,B0,"[""T1189""]","[""T1105"",""T1021"",""T1078"",""T1003"",""T1059""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,ctid:long:3,EA_TOP5,"[""T1189""]","[""T1078"",""T1021"",""T1059"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,ctid:long:3,UNION_LLM,"[""T1189""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,ctid:long:3,EDLR,"[""T1189""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_carbon::unknown::0024,ctid,turla_carbon::unknown,ctid:long:3,EDLR_SHUFFLE,"[""T1189""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_snake::unknown::0012,ctid,turla_snake::unknown,ctid:medium:2,B0,"[""T1069"",""T1087"",""T1018""]","[""T1021"",""T1003"",""T1078"",""T1053"",""T1543""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_snake::unknown::0012,ctid,turla_snake::unknown,ctid:medium:2,EA_TOP5,"[""T1069"",""T1087"",""T1018""]","[""T1078"",""T1003"",""T1021"",""T1053"",""T1543""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_snake::unknown::0012,ctid,turla_snake::unknown,ctid:medium:2,UNION_LLM,"[""T1069"",""T1087"",""T1018""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_snake::unknown::0012,ctid,turla_snake::unknown,ctid:medium:2,EDLR,"[""T1069"",""T1087"",""T1018""]","[""T1059"",""T1105"",""T1021"",""T1003"",""T1078""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::turla_snake::unknown::0012,ctid,turla_snake::unknown,ctid:medium:2,EDLR_SHUFFLE,"[""T1069"",""T1087"",""T1018""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,ctid::wizard_spider::unknown::0018,ctid,wizard_spider::unknown,ctid:medium:4,B0,"[""T1069"",""T1558"",""T1021""]","[""T1003"",""T1059"",""T1021"",""T1114"",""T1105""]",0.23463936301137822,1.0,0.2,0.3333333333333333
development_descriptive_only,ctid::wizard_spider::unknown::0018,ctid,wizard_spider::unknown,ctid:medium:4,EA_TOP5,"[""T1069"",""T1558"",""T1021""]","[""T1059"",""T1021"",""T1003"",""T1114"",""T1105""]",0.2960819109658652,1.0,0.2,0.3333333333333333
development_descriptive_only,ctid::wizard_spider::unknown::0018,ctid,wizard_spider::unknown,ctid:medium:4,UNION_LLM,"[""T1069"",""T1558"",""T1021""]","[""T1059"",""T1003"",""T1021"",""T1105"",""T1070""]",0.23463936301137822,1.0,0.2,0.3333333333333333
development_descriptive_only,ctid::wizard_spider::unknown::0018,ctid,wizard_spider::unknown,ctid:medium:4,EDLR,"[""T1069"",""T1558"",""T1021""]","[""T1059"",""T1003"",""T1021"",""T1105"",""T1070""]",0.23463936301137822,1.0,0.2,0.3333333333333333
development_descriptive_only,ctid::wizard_spider::unknown::0018,ctid,wizard_spider::unknown,ctid:medium:4,EDLR_SHUFFLE,"[""T1069"",""T1558"",""T1021""]","[""T1059"",""T1021"",""T1003"",""T1114"",""T1105""]",0.2960819109658652,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0008,stockpile,50855e29-3b4e-4562-aa55-b3d7f93c26b8,stockpile:long:2,B0,"[""T1047""]","[""T1021"",""T1059"",""T1078"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0008,stockpile,50855e29-3b4e-4562-aa55-b3d7f93c26b8,stockpile:long:2,EA_TOP5,"[""T1047""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0008,stockpile,50855e29-3b4e-4562-aa55-b3d7f93c26b8,stockpile:long:2,UNION_LLM,"[""T1047""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0008,stockpile,50855e29-3b4e-4562-aa55-b3d7f93c26b8,stockpile:long:2,EDLR,"[""T1047""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::50855e29-3b4e-4562-aa55-b3d7f93c26b8::0008,stockpile,50855e29-3b4e-4562-aa55-b3d7f93c26b8,stockpile:long:2,EDLR_SHUFFLE,"[""T1047""]","[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.0,0.0,0.0,0.0
development_descriptive_only,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0012,stockpile,564ae20d-778d-4965-93dc-b523be2e2ab4,stockpile:long:1,B0,"[""T1016"",""T1040"",""T1059""]","[""T1005"",""T1074"",""T1560"",""T1041"",""T1059""]",0.18154179253735267,1.0,0.2,0.3333333333333333
development_descriptive_only,stockpile::564ae20d-778d-4965-93dc-b523be2e2ab4::0012,stockpile,564ae20d-778d-4965-93dc-b523be2e2ab4,stockpile:long:1,EA_TOP5,"[""T1016"",""T1040"",""T1059""]","[""T1059"",""T1074"",""T1560"",""T1041"",""T1005""]",0.46927872602275644,1.0,0.2,0.3333333333333333
