held_out_source,inner_training_source,inner_validation_source,seed,learning_rate,epoch,beta,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
attack_flow,stockpile,ctid,44,0.001,100,0.9,0.10574809507030765,0.12240880814341801,0,109,263
attack_flow,stockpile,ctid,44,0.001,100,1.0,0.107144308645337,0.12233368220838284,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.0,0.10409410139993673,0.11691916562594415,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.1,0.10396577439429955,0.12411655819892657,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.2,0.09846050989439702,0.12909526090771803,1,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.3,0.09673957759511889,0.1207630975255595,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.4,0.10262488763294586,0.121752542041427,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.5,0.10420989272961459,0.12242942042556004,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.6,0.10456950135095303,0.12245619378032377,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.7,0.10623000268480873,0.12258414840948229,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.8,0.10805641596067257,0.12214094986290389,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,0.9,0.10715944797138562,0.12240880814341801,0,109,263
attack_flow,stockpile,ctid,45,0.001,100,1.0,0.10640229329336252,0.12233368220838284,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.0,0.10409410139993673,0.11691916562594415,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.1,0.10290995168898254,0.12411655819892657,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.2,0.1025195286050203,0.12909526090771803,1,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.3,0.0971148976960145,0.1207630975255595,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.4,0.1004291927569407,0.121752542041427,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.5,0.10788607017745415,0.12242942042556004,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.6,0.10775567036544353,0.12245619378032377,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.7,0.112048044663788,0.12258414840948229,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.8,0.10916844813152064,0.12214094986290389,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,0.9,0.11032080317873105,0.12240880814341801,0,109,263
attack_flow,stockpile,ctid,46,0.001,100,1.0,0.10982015834995806,0.12233368220838284,0,109,263
attack_flow,ctid,stockpile,42,0.001,100,0.0,0.12974422985195158,0.11691916562594415,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.1,0.150677667975373,0.12411655819892657,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.2,0.15578535298008467,0.12909526090771803,1,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.3,0.14059187282341845,0.1207630975255595,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.4,0.14782620299852908,0.121752542041427,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.5,0.1445445675679475,0.12242942042556004,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.6,0.14572264089721693,0.12245619378032377,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.7,0.1535180646275677,0.12258414840948229,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.8,0.15410881675019403,0.12214094986290389,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,0.9,0.1520948305207894,0.12240880814341801,0,263,109
attack_flow,ctid,stockpile,42,0.001,100,1.0,0.15190520283992617,0.12233368220838284,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.0,0.12974422985195158,0.11691916562594415,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.1,0.14336273087453913,0.12411655819892657,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.2,0.15522652646444274,0.12909526090771803,1,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.3,0.14309392065810497,0.1207630975255595,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.4,0.13216846170184818,0.121752542041427,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.5,0.13806163098615049,0.12242942042556004,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.6,0.13026452711079492,0.12245619378032377,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.7,0.12917282709263672,0.12258414840948229,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.8,0.12674743464446567,0.12214094986290389,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,0.9,0.1276535256229485,0.12240880814341801,0,263,109
attack_flow,ctid,stockpile,43,0.001,100,1.0,0.127216784483316,0.12233368220838284,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.0,0.12974422985195158,0.11691916562594415,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.1,0.14702467801631383,0.12411655819892657,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.2,0.15274960061987297,0.12909526090771803,1,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.3,0.13761117135060233,0.1207630975255595,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.4,0.13953430909052317,0.121752542041427,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.5,0.13864990710835037,0.12242942042556004,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.6,0.14101157071104978,0.12245619378032377,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.7,0.14310818356940386,0.12258414840948229,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.8,0.14406563135304104,0.12214094986290389,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,0.9,0.14595078103293727,0.12240880814341801,0,263,109
attack_flow,ctid,stockpile,44,0.001,100,1.0,0.1456715711889363,0.12233368220838284,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.0,0.12974422985195158,0.11691916562594415,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.1,0.14429850581563552,0.12411655819892657,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.2,0.14935949719207245,0.12909526090771803,1,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.3,0.13894002626579915,0.1207630975255595,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.4,0.1398015777956506,0.121752542041427,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.5,0.137652160490157,0.12242942042556004,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.6,0.1388716966811618,0.12245619378032377,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.7,0.13879357930762473,0.12258414840948229,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.8,0.1374987114621246,0.12214094986290389,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,0.9,0.13260847630527914,0.12240880814341801,0,263,109
attack_flow,ctid,stockpile,45,0.001,100,1.0,0.1310328237158146,0.12233368220838284,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.0,0.12974422985195158,0.11691916562594415,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.1,0.13781253720045727,0.12411655819892657,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.2,0.16107131525788845,0.12909526090771803,1,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.3,0.14598090709567502,0.1207630975255595,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.4,0.14748372549006453,0.121752542041427,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.5,0.14483896064896687,0.12242942042556004,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.6,0.14680963724477158,0.12245619378032377,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.7,0.12853652606429766,0.12258414840948229,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.8,0.1249449493606961,0.12214094986290389,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,0.9,0.12511671336886354,0.12240880814341801,0,263,109
attack_flow,ctid,stockpile,46,0.001,100,1.0,0.12310467066535889,0.12233368220838284,0,263,109
ctid,stockpile,attack_flow,42,0.001,40,0.0,0.0662826066731741,0.0895488806619673,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.1,0.06818949184885319,0.10532388305352063,1,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.2,0.077094959434469,0.09847065148186872,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.3,0.06514875176943087,0.0931047449494752,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.4,0.06493746725180667,0.09131370906059162,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.5,0.06458674789921176,0.088204590081824,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.6,0.0654396110633201,0.08506437319083272,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.7,0.06663505728982674,0.08820091860075445,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.8,0.0660847579743282,0.08624598985100188,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,0.9,0.06933040755651755,0.08560165486438094,0,109,412
ctid,stockpile,attack_flow,42,0.001,40,1.0,0.06616277569102033,0.08591018222799213,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.0,0.0662826066731741,0.0895488806619673,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.1,0.07973179361950655,0.10532388305352063,1,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.2,0.08048081275586481,0.09847065148186872,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.3,0.06956333014656568,0.0931047449494752,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.4,0.06499977193661818,0.09131370906059162,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.5,0.06629683075484259,0.088204590081824,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.6,0.06602351115397687,0.08506437319083272,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.7,0.06580164329923771,0.08820091860075445,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.8,0.06919513789085863,0.08624598985100188,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,0.9,0.06763332401503976,0.08560165486438094,0,109,412
ctid,stockpile,attack_flow,43,0.001,40,1.0,0.06587572563512395,0.08591018222799213,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.0,0.0662826066731741,0.0895488806619673,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.1,0.07787324920751497,0.10532388305352063,1,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.2,0.08119860967266958,0.09847065148186872,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.3,0.06884850088874316,0.0931047449494752,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.4,0.06713092573111716,0.09131370906059162,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.5,0.06715816298120318,0.088204590081824,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.6,0.0685760778693358,0.08506437319083272,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.7,0.06836634817827283,0.08820091860075445,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.8,0.06803983391331007,0.08624598985100188,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,0.9,0.06618699516631421,0.08560165486438094,0,109,412
ctid,stockpile,attack_flow,44,0.001,40,1.0,0.0662386298237264,0.08591018222799213,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.0,0.0662826066731741,0.0895488806619673,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.1,0.08215207485401285,0.10532388305352063,1,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.2,0.08501275551342428,0.09847065148186872,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.3,0.07887933199512658,0.0931047449494752,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.4,0.07466178556179079,0.09131370906059162,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.5,0.07265523713327013,0.088204590081824,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.6,0.07025480462432301,0.08506437319083272,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.7,0.0707458709277432,0.08820091860075445,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.8,0.06882929918214273,0.08624598985100188,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,0.9,0.06779370109031611,0.08560165486438094,0,109,412
ctid,stockpile,attack_flow,45,0.001,40,1.0,0.06575626839844533,0.08591018222799213,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.0,0.0662826066731741,0.0895488806619673,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.1,0.07464485880698872,0.10532388305352063,1,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.2,0.07151011705320982,0.09847065148186872,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.3,0.06882710344198945,0.0931047449494752,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.4,0.06706311411449614,0.09131370906059162,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.5,0.06773109196621493,0.088204590081824,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.6,0.06674852026888502,0.08506437319083272,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.7,0.06860947772119208,0.08820091860075445,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.8,0.06861337440206317,0.08624598985100188,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,0.9,0.06641632491550173,0.08560165486438094,0,109,412
ctid,stockpile,attack_flow,46,0.001,40,1.0,0.06589618544963373,0.08591018222799213,0,109,412
ctid,attack_flow,stockpile,42,0.001,40,0.0,0.1128151546507605,0.0895488806619673,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.1,0.13376743719758546,0.10532388305352063,1,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.2,0.1142737783180773,0.09847065148186872,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.3,0.1065096442768342,0.0931047449494752,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.4,0.11163189626129542,0.09131370906059162,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.5,0.1031421521743968,0.088204590081824,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.6,0.07405990339544326,0.08506437319083272,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.7,0.08030811902838621,0.08820091860075445,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.8,0.0751247641406574,0.08624598985100188,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,0.9,0.0737531948514491,0.08560165486438094,0,412,109
ctid,attack_flow,stockpile,42,0.001,40,1.0,0.08112668166688175,0.08591018222799213,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.0,0.1128151546507605,0.0895488806619673,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.1,0.1372791209716135,0.10532388305352063,1,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.2,0.1266613765850511,0.09847065148186872,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.3,0.12304322025378356,0.0931047449494752,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.4,0.12797537138689385,0.09131370906059162,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.5,0.12188385279306295,0.088204590081824,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.6,0.13059183872823596,0.08506437319083272,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.7,0.1289816188757135,0.08820091860075445,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.8,0.12702580513938622,0.08624598985100188,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,0.9,0.12405406318799557,0.08560165486438094,0,412,109
ctid,attack_flow,stockpile,43,0.001,40,1.0,0.12311661447297008,0.08591018222799213,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.0,0.1128151546507605,0.0895488806619673,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.1,0.13268322000079613,0.10532388305352063,1,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.2,0.11539290623077997,0.09847065148186872,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.3,0.11840827130756751,0.0931047449494752,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.4,0.10669387458314147,0.09131370906059162,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.5,0.11382413486390384,0.088204590081824,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.6,0.11369368039588021,0.08506437319083272,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.7,0.12140775366084243,0.08820091860075445,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.8,0.11346798847685625,0.08624598985100188,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,0.9,0.11326935812503768,0.08560165486438094,0,412,109
ctid,attack_flow,stockpile,44,0.001,40,1.0,0.11622973033392812,0.08591018222799213,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.0,0.1128151546507605,0.0895488806619673,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.1,0.13540560612879915,0.10532388305352063,1,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.2,0.11705629518885327,0.09847065148186872,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.3,0.12333772977908568,0.0931047449494752,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.4,0.11672150021483929,0.09131370906059162,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.5,0.11063879146241214,0.088204590081824,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.6,0.10420891263674636,0.08506437319083272,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.7,0.11715864506972841,0.08820091860075445,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.8,0.11534842893936775,0.08624598985100188,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,0.9,0.11377264701748915,0.08560165486438094,0,412,109
ctid,attack_flow,stockpile,45,0.001,40,1.0,0.11458419795894936,0.08591018222799213,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.0,0.1128151546507605,0.0895488806619673,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.1,0.13151197789953584,0.10532388305352063,1,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.2,0.11602490406628808,0.09847065148186872,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.3,0.10848156563562522,0.0931047449494752,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.4,0.11132138356391723,0.09131370906059162,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.5,0.09412889878972172,0.088204590081824,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.6,0.09104687177218061,0.08506437319083272,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.7,0.09399465195660135,0.08820091860075445,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.8,0.0907305084510483,0.08624598985100188,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,0.9,0.09380653271814854,0.08560165486438094,0,412,109
ctid,attack_flow,stockpile,46,0.001,40,1.0,0.09411501284924223,0.08591018222799213,0,412,109
stockpile,ctid,attack_flow,42,0.0003,40,0.0,0.11811219195520437,0.11287139209516088,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.1,0.13613789879704946,0.13610653528764666,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.2,0.14904872319731352,0.15119844600922494,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.3,0.1648361536149611,0.16887512002160993,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.4,0.1762779989560023,0.17535038868925285,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.5,0.18018204198877633,0.17492213583003718,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.6,0.18252824605266052,0.17881749017787746,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.7,0.18274615141322112,0.17987041806333443,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.8,0.18477902128307977,0.18227520767455868,0,263,412
stockpile,ctid,attack_flow,42,0.0003,40,0.9,0.18465453482102098,0.18306874644018506,1,263,412
stockpile,ctid,attack_flow,42,0.0003,40,1.0,0.18232159713372134,0.18208762316048646,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.0,0.11811219195520437,0.11287139209516088,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.1,0.13759656265505432,0.13610653528764666,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.2,0.14726601810363585,0.15119844600922494,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.3,0.1717294957763518,0.16887512002160993,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.4,0.1784531242760075,0.17535038868925285,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.5,0.17972388976427545,0.17492213583003718,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.6,0.1843176795170094,0.17881749017787746,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.7,0.18654803979295784,0.17987041806333443,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.8,0.18477185668099397,0.18227520767455868,0,263,412
stockpile,ctid,attack_flow,43,0.0003,40,0.9,0.18468215635939758,0.18306874644018506,1,263,412
stockpile,ctid,attack_flow,43,0.0003,40,1.0,0.18350937144742677,0.18208762316048646,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.0,0.11811219195520437,0.11287139209516088,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.1,0.13633063465575967,0.13610653528764666,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.2,0.14761904823953398,0.15119844600922494,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.3,0.16570657867158753,0.16887512002160993,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.4,0.17800040317018048,0.17535038868925285,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.5,0.18235181656482186,0.17492213583003718,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.6,0.18374286803381307,0.17881749017787746,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.7,0.1838452744998737,0.17987041806333443,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.8,0.18173252323820188,0.18227520767455868,0,263,412
stockpile,ctid,attack_flow,44,0.0003,40,0.9,0.18121975738158744,0.18306874644018506,1,263,412
stockpile,ctid,attack_flow,44,0.0003,40,1.0,0.17780057478241693,0.18208762316048646,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.0,0.11811219195520437,0.11287139209516088,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.1,0.13917222458752404,0.13610653528764666,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.2,0.15187338918669216,0.15119844600922494,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.3,0.1704466900750282,0.16887512002160993,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.4,0.17645204343322454,0.17535038868925285,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.5,0.18305761000523793,0.17492213583003718,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.6,0.18701478823451717,0.17881749017787746,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.7,0.18797985209910684,0.17987041806333443,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.8,0.18781264682301113,0.18227520767455868,0,263,412
stockpile,ctid,attack_flow,45,0.0003,40,0.9,0.18730376963793027,0.18306874644018506,1,263,412
stockpile,ctid,attack_flow,45,0.0003,40,1.0,0.18594258771209354,0.18208762316048646,0,263,412
stockpile,ctid,attack_flow,46,0.0003,40,0.0,0.11811219195520437,0.11287139209516088,0,263,412
stockpile,ctid,attack_flow,46,0.0003,40,0.1,0.13562585409556194,0.13610653528764666,0,263,412
stockpile,ctid,attack_flow,46,0.0003,40,0.2,0.14940030420702932,0.15119844600922494,0,263,412
stockpile,ctid,attack_flow,46,0.0003,40,0.3,0.16986857229586638,0.16887512002160993,0,263,412
stockpile,ctid,attack_flow,46,0.0003,40,0.4,0.1789101563239978,0.17535038868925285,0,263,412
stockpile,ctid,attack_flow,46,0.0003,40,0.5,0.18259706974344753,0.17492213583003718,0,263,412
