held_out_source,method,sample_id,campaign_id,target_size,transition_visibility,target_label_visibility,text_length_group,ndcg5,hit5,precision5,recall5
attack_flow,HM,attack_flow::CISA Iranian APT::0002,CISA Iranian APT,2,mixed,all_seen,ge40,0.13868528072345415,0.4,0.08,0.2
attack_flow,HM,attack_flow::CISA Iranian APT::0003,CISA Iranian APT,2,mixed,all_seen,ge40,0.38685280723454163,1.0,0.2,0.5
attack_flow,HM,attack_flow::CISA Iranian APT::0004,CISA Iranian APT,3,mixed,all_seen,lt40,0.3307212739772435,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0005,CISA Iranian APT,3,mixed,all_seen,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0006,CISA Iranian APT,3,all_seen,all_seen,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0007,CISA Iranian APT,3,all_unseen,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0008,CISA Iranian APT,3,mixed,all_seen,ge40,0.2086137498027137,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0009,CISA Iranian APT,3,mixed,all_seen,ge40,0.3966619456422325,1.0,0.4,0.6666666666666666
attack_flow,HM,attack_flow::CISA Iranian APT::0010,CISA Iranian APT,3,mixed,all_seen,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0011,CISA Iranian APT,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0012,CISA Iranian APT,3,mixed,all_seen,ge40,0.43463936301137823,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0013,CISA Iranian APT,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0014,CISA Iranian APT,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0015,CISA Iranian APT,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0016,CISA Iranian APT,3,mixed,mixed,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0017,CISA Iranian APT,3,all_unseen,all_seen,lt40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::CISA Iranian APT::0018,CISA Iranian APT,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0019,CISA Iranian APT,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::CISA Iranian APT::0020,CISA Iranian APT,2,mixed,mixed,ge40,0.2810703120966462,1.0,0.2,0.5
attack_flow,HM,attack_flow::CISA Iranian APT::0021,CISA Iranian APT,1,all_unseen,all_seen,ge40,0.3182469959554036,0.8,0.16,0.8
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0001,Cobalt Kitty Campaign,2,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0002,Cobalt Kitty Campaign,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0003,Cobalt Kitty Campaign,3,all_unseen,all_seen,ge40,0.13016410371202183,0.6,0.12000000000000002,0.2
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0004,Cobalt Kitty Campaign,3,mixed,all_seen,ge40,0.08323623110974618,0.4,0.08,0.13333333333333333
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0005,Cobalt Kitty Campaign,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0006,Cobalt Kitty Campaign,3,all_unseen,mixed,ge40,0.14523343402988215,0.8,0.16,0.26666666666666666
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0007,Cobalt Kitty Campaign,3,all_unseen,mixed,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0008,Cobalt Kitty Campaign,3,all_unseen,all_seen,ge40,0.1681922805026042,0.8,0.16,0.26666666666666666
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0009,Cobalt Kitty Campaign,3,all_seen,all_seen,ge40,0.6028316435139824,1.0,0.36,0.6
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0010,Cobalt Kitty Campaign,2,all_seen,all_seen,ge40,0.40588041609741377,1.0,0.24000000000000005,0.6
attack_flow,HM,attack_flow::Cobalt Kitty Campaign::0011,Cobalt Kitty Campaign,1,all_seen,all_seen,ge40,0.704743802857166,1.0,0.2,1.0
attack_flow,HM,attack_flow::Conti CISA Alert::0001,Conti CISA Alert,3,mixed,all_seen,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Conti CISA Alert::0002,Conti CISA Alert,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti CISA Alert::0003,Conti CISA Alert,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti CISA Alert::0004,Conti CISA Alert,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti CISA Alert::0005,Conti CISA Alert,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti PWC::0001,Conti PWC,3,mixed,mixed,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Conti PWC::0002,Conti PWC,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti PWC::0003,Conti PWC,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti Ransomware::0001,Conti Ransomware,3,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti Ransomware::0002,Conti Ransomware,2,mixed,all_seen,ge40,0.2613147192765458,0.6,0.12000000000000002,0.3
attack_flow,HM,attack_flow::Conti Ransomware::0003,Conti Ransomware,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Conti Ransomware::0004,Conti Ransomware,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti Ransomware::0005,Conti Ransomware,3,mixed,all_seen,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Conti Ransomware::0006,Conti Ransomware,3,mixed,all_seen,ge40,0.08084293860021903,0.4,0.08,0.13333333333333333
attack_flow,HM,attack_flow::Conti Ransomware::0007,Conti Ransomware,2,all_unseen,all_seen,ge40,0.3226294385530917,1.0,0.2,0.5
attack_flow,HM,attack_flow::Conti Ransomware::0008,Conti Ransomware,2,mixed,all_seen,ge40,0.432111684340725,1.0,0.2,0.5
attack_flow,HM,attack_flow::Conti Ransomware::0009,Conti Ransomware,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti Ransomware::0010,Conti Ransomware,2,all_seen,all_seen,ge40,0.432111684340725,1.0,0.2,0.5
attack_flow,HM,attack_flow::Conti Ransomware::0011,Conti Ransomware,3,mixed,mixed,ge40,0.3307212739772435,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Conti Ransomware::0012,Conti Ransomware,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti Ransomware::0014,Conti Ransomware,2,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Conti Ransomware::0015,Conti Ransomware,1,all_unseen,all_seen,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0001,DFIR - BumbleBee Round 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0002,DFIR - BumbleBee Round 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0003,DFIR - BumbleBee Round 2,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0004,DFIR - BumbleBee Round 2,3,all_unseen,all_seen,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0005,DFIR - BumbleBee Round 2,3,mixed,mixed,ge40,0.03630835850747054,0.2,0.04,0.06666666666666667
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0006,DFIR - BumbleBee Round 2,3,mixed,mixed,ge40,0.42235085342048084,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0007,DFIR - BumbleBee Round 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0008,DFIR - BumbleBee Round 2,3,all_unseen,mixed,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0009,DFIR - BumbleBee Round 2,3,all_unseen,mixed,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0010,DFIR - BumbleBee Round 2,3,mixed,mixed,ge40,0.2750608323114877,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0011,DFIR - BumbleBee Round 2,2,all_unseen,all_seen,lt40,0.6131471927654584,1.0,0.2,0.5
attack_flow,HM,attack_flow::DFIR - BumbleBee Round 2::0012,DFIR - BumbleBee Round 2,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Equifax Breach::0001,Equifax Breach,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Equifax Breach::0002,Equifax Breach,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Equifax Breach::0003,Equifax Breach,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Equifax Breach::0004,Equifax Breach,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Equifax Breach::0005,Equifax Breach,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Equifax Breach::0006,Equifax Breach,3,mixed,mixed,ge40,0.2772869980728017,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Equifax Breach::0007,Equifax Breach,2,mixed,mixed,ge40,0.5065735963827291,1.0,0.2,0.5
attack_flow,HM,attack_flow::Equifax Breach::0008,Equifax Breach,1,all_unseen,all_seen,ge40,0.33211168434072497,0.8,0.16,0.8
attack_flow,HM,attack_flow::FIN13 Case 1::0001,FIN13 Case 1,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0002,FIN13 Case 1,3,all_unseen,mixed,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0003,FIN13 Case 1,3,all_unseen,all_seen,ge40,0.21395750508698966,0.8,0.16,0.26666666666666666
attack_flow,HM,attack_flow::FIN13 Case 1::0004,FIN13 Case 1,3,all_unseen,all_seen,lt40,0.16407916970996522,0.8,0.16,0.26666666666666666
attack_flow,HM,attack_flow::FIN13 Case 1::0005,FIN13 Case 1,2,all_unseen,all_seen,ge40,0.3056272490290364,1.0,0.2,0.5
attack_flow,HM,attack_flow::FIN13 Case 1::0006,FIN13 Case 1,2,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0007,FIN13 Case 1,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0008,FIN13 Case 1,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0009,FIN13 Case 1,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0010,FIN13 Case 1,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0011,FIN13 Case 1,3,mixed,mixed,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 1::0012,FIN13 Case 1,3,all_unseen,all_seen,ge40,0.521213585113309,1.0,0.36,0.6
attack_flow,HM,attack_flow::FIN13 Case 1::0013,FIN13 Case 1,3,mixed,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 1::0014,FIN13 Case 1,3,mixed,all_seen,ge40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 1::0015,FIN13 Case 1,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0016,FIN13 Case 1,3,all_unseen,all_seen,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 1::0017,FIN13 Case 1,3,mixed,all_seen,ge40,0.1938811249152696,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 1::0018,FIN13 Case 1,3,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0019,FIN13 Case 1,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0020,FIN13 Case 1,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0021,FIN13 Case 1,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0022,FIN13 Case 1,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0023,FIN13 Case 1,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0024,FIN13 Case 1,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0025,FIN13 Case 1,3,mixed,mixed,ge40,0.11303818631505058,0.6,0.12000000000000002,0.2
attack_flow,HM,attack_flow::FIN13 Case 1::0029,FIN13 Case 1,3,all_unseen,mixed,ge40,0.2960819109658652,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 1::0030,FIN13 Case 1,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 1::0031,FIN13 Case 1,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0001,FIN13 Case 2,3,all_unseen,mixed,ge40,0.26499848848190427,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 2::0002,FIN13 Case 2,3,mixed,mixed,ge40,0.040421469300109515,0.2,0.04,0.06666666666666667
attack_flow,HM,attack_flow::FIN13 Case 2::0003,FIN13 Case 2,3,all_unseen,mixed,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0004,FIN13 Case 2,2,all_unseen,mixed,ge40,0.21438151085944143,0.8,0.16,0.4
attack_flow,HM,attack_flow::FIN13 Case 2::0005,FIN13 Case 2,3,mixed,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0007,FIN13 Case 2,3,all_unseen,all_seen,lt40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0008,FIN13 Case 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0009,FIN13 Case 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0010,FIN13 Case 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0011,FIN13 Case 2,3,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0012,FIN13 Case 2,3,all_unseen,mixed,lt40,0.18154179253735267,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::FIN13 Case 2::0013,FIN13 Case 2,2,all_unseen,mixed,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::FIN13 Case 2::0014,FIN13 Case 2,1,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0001,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0002,Gootloader,3,mixed,all_seen,ge40,0.4692787260227565,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Gootloader::0003,Gootloader,2,mixed,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0005,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0006,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0007,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0008,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0009,Gootloader,2,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0010,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
attack_flow,HM,attack_flow::Gootloader::0011,Gootloader,3,all_unseen,all_seen,ge40,0.2281329597092121,1.0,0.2,0.3333333333333333
attack_flow,HM,attack_flow::Gootloader::0012,Gootloader,3,all_unseen,all_seen,ge40,0.0,0.0,0.0,0.0
