sample_id,source,campaign_id,prefix_len,prefix,raw_prefix,true_label,target_raw_id,org_name,actor,plan_id,scenario_id,mapping_quality,recent_prefix_ids,kg_context,kg_snippet_ids,kg_snippet_types,kg_retrieved_snippet_ids,kg_chars_before,kg_chars_after,kg_empty_reason,flow_file,profile_file,profile_name
turla_snake::unknown::16,ctid,turla_snake::unknown,16,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105""]",T1003,T1003.001,turla_snake,turla,turla_snake,unknown,high,"[""T1087"", ""T1018"", ""T1105""]",Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort EvilBunny Dec 2014) ; Pandora uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Pandora](https://attack.mitre.org/software/S0664) can load additional drivers and files onto a victim machine.(Citation: Trend Micro Iron Tiger April 2021) ; DUSTTRAP ...,"[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0136018a-db45-4517-9834-7261488bc3fe""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0136018a-db45-4517-9834-7261488bc3fe"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a"", ""relationship::relationship--01b94982-fedb-4469-adf1-7f2a2a9069ea""]",1266,697,,,,
turla_snake::unknown::17,ctid,turla_snake::unknown,17,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001""]",T1550,T1550.002,turla_snake,turla,turla_snake,unknown,high,"[""T1018"", ""T1105"", ""T1003""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a""]",1371,698,,,,
turla_snake::unknown::18,ctid,turla_snake::unknown,18,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002""]",T1070,T1070.004,turla_snake,turla,turla_snake,unknown,high,"[""T1105"", ""T1003"", ""T1550""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a""]",1371,698,,,,
turla_snake::unknown::19,ctid,turla_snake::unknown,19,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004""]",T1057,T1057,turla_snake,turla,turla_snake,unknown,high,"[""T1003"", ""T1550"", ""T1070""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53""]",1179,697,,,,
turla_snake::unknown::2,ctid,turla_snake::unknown,2,"[""T1189"",""T1204""]","[""T1189"",""T1204.002""]",T1082,T1082,turla_snake,turla,turla_snake,unknown,high,"[""T1189"", ""T1204""]",FIN7 uses Malicious Link | Target ATT&CK ID: T1204.001 | [FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021) ; Malteiro uses Malicious File | Target ATT&CK ID: T1204.002 | [Malteiro](https://attack.mitre.org/groups/G1026) has relied on users to execute .zip file attachments containing malicious URLs.(Citation: SCILabs Malteiro 2021) ; BlackTech uses Malicious Link | Target ATT&CK ID: T1204.001 | [BlackTech](https://attack.mitre.org/groups/G0098) has used e-mails with malicious links to lure victims into installing malware.(Citation: TrendMicro BlackTech June 2017) ; RTM uses ...,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01653d7c-2616-4ccc-9bab-225e897b01f2"", ""relationship::relationship--036d9e28-e7c4-4865-b964-2ea213274521"", ""relationship::relationship--03e67769-31da-4a46-a5a6-1ccbdd0cf29f""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01653d7c-2616-4ccc-9bab-225e897b01f2"", ""relationship::relationship--036d9e28-e7c4-4865-b964-2ea213274521"", ""relationship::relationship--03e67769-31da-4a46-a5a6-1ccbdd0cf29f"", ""relationship::relationship--0583724d-7778-42ed-995c-acad526db4ba"", ""relationship::relationship--08c45e87-edef-455d-a15a-4612f2312e29""]",1394,695,,,,
turla_snake::unknown::20,ctid,turla_snake::unknown,20,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057""]",T1136,T1136.002,turla_snake,turla,turla_snake,unknown,high,"[""T1550"", ""T1070"", ""T1057""]",TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; LightNeuron uses File Deletion | Target ATT&CK ID: T1070.004 | [LightNeuron](https://attack.mitre.org/software/S0395) has a function to delete files.(Citation: ESET LightNeuron May 2019) ; ROADSWEEP uses File Deletion | Target ATT&CK ID: T1070.004 | [ROADSWEEP](https://attack.mitre.org/software/S1150) can use embedded scripts to remove itself from the infected host.(Citation: Mandiant ROADSWEEP August 2022)(Citation: Microsoft Albanian ... ; Epic uses Process ...,"[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--022d2514-26de-457f-8fb4-c5daf36eaef9"", ""relationship::relationship--028d56d1-c4fa-400c-8b72-87892eec0f42""]",1363,695,,,,
turla_snake::unknown::21,ctid,turla_snake::unknown,21,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057"",""T1136""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057"",""T1136.002""]",T1105,T1105,turla_snake,turla,turla_snake,unknown,high,"[""T1070"", ""T1057"", ""T1136""]",Wizard Spider uses Local Account | Target ATT&CK ID: T1136.001 | [Wizard Spider](https://attack.mitre.org/groups/G0102) has created local administrator accounts to maintain persistence in compromised networks.(Citation: Mandiant FIN12 Oct 2021) ; TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; LightNeuron uses File Deletion | Target ATT&CK ID: T1070.004 | [LightNeuron](https://attack.mitre.org/software/S0395) has a function to delete files.(Citation: ESET LightNeuron May 2019) ; ROADSWEEP uses File Deletion | ...,"[""relationship::relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53"", ""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--022d2514-26de-457f-8fb4-c5daf36eaef9""]",1383,698,,,,
turla_snake::unknown::22,ctid,turla_snake::unknown,22,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057"",""T1136"",""T1105""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057"",""T1136.002"",""T1105""]",T1570,T1570,turla_snake,turla,turla_snake,unknown,high,"[""T1057"", ""T1136"", ""T1105""]",Wizard Spider uses Local Account | Target ATT&CK ID: T1136.001 | [Wizard Spider](https://attack.mitre.org/groups/G0102) has created local administrator accounts to maintain persistence in compromised networks.(Citation: Mandiant FIN12 Oct 2021) ; Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort ...,"[""relationship::relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a"", ""relationship::relationship--01d9bce9-9ae9-4167-b279-0f0ee4e6b263""]",1372,691,,,,
turla_snake::unknown::23,ctid,turla_snake::unknown,23,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057"",""T1136"",""T1105"",""T1570""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057"",""T1136.002"",""T1105"",""T1570""]",T1505,T1505.002,turla_snake,turla,turla_snake,unknown,high,"[""T1136"", ""T1105"", ""T1570""]",Wizard Spider uses Local Account | Target ATT&CK ID: T1136.001 | [Wizard Spider](https://attack.mitre.org/groups/G0102) has created local administrator accounts to maintain persistence in compromised networks.(Citation: Mandiant FIN12 Oct 2021) ; Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort ...,"[""relationship::relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a"", ""relationship::relationship--01d9bce9-9ae9-4167-b279-0f0ee4e6b263""]",1372,691,,,,
turla_snake::unknown::24,ctid,turla_snake::unknown,24,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057"",""T1136"",""T1105"",""T1570"",""T1505""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057"",""T1136.002"",""T1105"",""T1570"",""T1505.002""]",T1059,T1059.003,turla_snake,turla,turla_snake,unknown,high,"[""T1105"", ""T1570"", ""T1505""]",Fox Kitten uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA ... ; EvilBunny uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [EvilBunny](https://attack.mitre.org/software/S0396) has downloaded additional Lua scripts from the C2.(Citation: Cyphort EvilBunny Dec 2014) ; Pandora uses Ingress Tool Transfer | Target ATT&CK ID: T1105 | [Pandora](https://attack.mitre.org/software/S0664) can load additional drivers and files onto a victim machine.(Citation: Trend Micro Iron Tiger April 2021) ; ShimRat ...,"[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9"", ""relationship::relationship--0110e04e-5812-4b69-9700-037b52d3ebb4"", ""relationship::relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a"", ""relationship::relationship--01d9bce9-9ae9-4167-b279-0f0ee4e6b263"", ""relationship::relationship--035dca04-cf9e-45ac-a037-f171b06078e6""]",1366,696,,,,
turla_snake::unknown::25,ctid,turla_snake::unknown,25,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057"",""T1136"",""T1105"",""T1570"",""T1505"",""T1059""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057"",""T1136.002"",""T1105"",""T1570"",""T1505.002"",""T1059.003""]",T1070,T1070.004,turla_snake,turla,turla_snake,unknown,high,"[""T1570"", ""T1505"", ""T1059""]",WIRTE uses PowerShell | Target ATT&CK ID: T1059.001 | [WIRTE](https://attack.mitre.org/groups/G0090) has used PowerShell for script execution.(Citation: Lab52 WIRTE Apr 2019) ; Lokibot uses Visual Basic | Target ATT&CK ID: T1059.005 | [Lokibot](https://attack.mitre.org/software/S0447) has used VBS scripts and XLS macros for execution.(Citation: Talos Lokibot Jan 2021) ; Fox Kitten uses Command and Scripting Interpreter | Target ATT&CK ID: T1059 | [Fox Kitten](https://attack.mitre.org/groups/G0117) has used a Perl reverse shell to communicate with C2.(Citation: ClearSky Pay2Kitten December 2020) ; RansomHub uses PowerShell | Target ATT&CK ID: T1059.001 | ...,"[""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8"", ""relationship::relationship--00fe415d-9364-4d03-95ee-f1413d996c30""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8"", ""relationship::relationship--00fe415d-9364-4d03-95ee-f1413d996c30"", ""relationship::relationship--01563b41-e89b-4cd2-b018-ee57bf616396"", ""relationship::relationship--0191f3d3-59d3-4fcc-bfff-5fbfa0675cfd""]",1175,665,,,,
turla_snake::unknown::26,ctid,turla_snake::unknown,26,"[""T1189"",""T1204"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087"",""T1049"",""T1105"",""T1569"",""T1070"",""T1059"",""T1069"",""T1087"",""T1018"",""T1105"",""T1003"",""T1550"",""T1070"",""T1057"",""T1136"",""T1105"",""T1570"",""T1505"",""T1059"",""T1070""]","[""T1189"",""T1204.002"",""T1082"",""T1105"",""T1014"",""T1057"",""T1087.002"",""T1049"",""T1105"",""T1569.002"",""T1070.004"",""T1059.001"",""T1069.001"",""T1087.002"",""T1018"",""T1105"",""T1003.001"",""T1550.002"",""T1070.004"",""T1057"",""T1136.002"",""T1105"",""T1570"",""T1505.002"",""T1059.003"",""T1070.004""]",T1016,T1016,turla_snake,turla,turla_snake,unknown,high,"[""T1505"", ""T1059"", ""T1070""]","POWERSTATS uses File Deletion | Target ATT&CK ID: T1070.004 | [POWERSTATS](https://attack.mitre.org/software/S0223) can delete all files on the C:\, D:\, E:\ and, F:\ drives using [PowerShell](https://attack.mitre.org/techniques/T1059/001) Remove-Item ... ; TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; WIRTE uses PowerShell | Target ATT&CK ID: T1059.001 | [WIRTE](https://attack.mitre.org/groups/G0090) has used PowerShell for script execution.(Citation: Lab52 WIRTE Apr 2019) ; Lokibot uses Visual Basic | ...","[""relationship::relationship--c18652f6-e25c-4e01-bec2-04204a50cf23"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe""]","[""relationship::uses"", ""relationship::uses"", ""relationship::uses"", ""relationship::uses""]","[""relationship::relationship--c18652f6-e25c-4e01-bec2-04204a50cf23"", ""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8"", ""relationship::relationship--00fe415d-9364-4d03-95ee-f1413d996c30""]",1290,694,,,,
