development_slot,sample_id,source_audit_only,campaign_id_audit_only,arm,candidate_set_audit_only,b0_top5_audit_only,target_parent_ids_excluded_audit_only,transmitted_body_sha256,leakage_assertions_passed,generation_status,json_object,exact_schema_keys,valid_summary,valid_top5_in_candidates,evidence_summary,reranked_next_ttps,changed_from_b0,raw_output,reasoning_content_len,finish_reason,model_returned,completion_id,request_id,attempts,last_http_status,last_latency_ms,error_type,error_message,input_tokens_all_attempts,cache_hit_tokens_all_attempts,cache_miss_tokens_all_attempts,output_tokens_all_attempts,estimated_cost_usd_all_attempts,generated_at
attack_flow:long:3,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,EDLR,"[""T1003"",""T1005"",""T1018"",""T1021"",""T1041"",""T1074"",""T1078"",""T1105"",""T1560""]","[""T1021"",""T1003"",""T1078"",""T1105"",""T1041""]","[""T1567""]",b1b197dac23c50d3986746ccbba7c5d5d23f4d575a92a30634a61900621c33e8,True,ok,True,True,True,True,攻击链涉及供应链投毒、后门执行、发现、C2通信、防御规避、凭据获取、横向移动及数据收集。后续可能进行凭据转储、横向移动、数据暂存与回传。,"[""T1003"",""T1021"",""T1074"",""T1041"",""T1560""]",1,"{
  ""evidence_summary"": ""攻击链涉及供应链投毒、后门执行、发现、C2通信、防御规避、凭据获取、横向移动及数据收集。后续可能进行凭据转储、横向移动、数据暂存与回传。"",
  ""reranked_next_ttps"": [""T1003"", ""T1021"", ""T1074"", ""T1041"", ""T1560""]
}",0,stop,deepseek-v4-flash,7fd1e9a9-710e-4a33-be60-364274fb061e,,1,200,1717,,,2486,0,2486,92,0.00037380000000000003,2026-08-10T03:10:16.452315+00:00
attack_flow:long:3,attack_flow::SolarWinds::0017,attack_flow,SolarWinds,EDLR_SHUFFLE,"[""T1003"",""T1005"",""T1018"",""T1021"",""T1041"",""T1074"",""T1078"",""T1105"",""T1560""]","[""T1021"",""T1003"",""T1078"",""T1105"",""T1041""]","[""T1567""]",2c0a365f67f3797a6c0370033ee0c9240e66a129f3f832b1077ec713191b1ba9,True,ok,True,True,True,True,攻击链涉及供应链投毒、后门执行、发现、C2通信、横向移动及数据收集，未来可能进行凭据窃取、横向移动、数据外传等。,"[""T1003"",""T1021"",""T1041"",""T1105"",""T1078""]",1,"{
  ""evidence_summary"": ""攻击链涉及供应链投毒、后门执行、发现、C2通信、横向移动及数据收集，未来可能进行凭据窃取、横向移动、数据外传等。"",
  ""reranked_next_ttps"": [""T1003"", ""T1021"", ""T1041"", ""T1105"", ""T1078""]
}",0,stop,deepseek-v4-flash,c405c5a3-0997-44a3-84fe-68ac7eb84e14,,1,200,1715,,,2486,0,2486,83,0.00037128000000000004,2026-08-10T03:10:16.451958+00:00
attack_flow:medium:1,attack_flow::Hancitor DLL::0009,attack_flow,Hancitor DLL,EA_TOP5,"[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]","[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]","[""T1218"",""T1027"",""T1059""]",8c4c6689721494e8935646e760c5b2c227d9a728dec7f582ae43744bc74eaf3c,True,ok,True,True,True,True,攻击链从钓鱼邮件开始，经宏执行下载恶意DLL，注入进程，发现账户，后续可能进行凭据窃取和横向移动。,"[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]",0,"{""evidence_summary"":""攻击链从钓鱼邮件开始，经宏执行下载恶意DLL，注入进程，发现账户，后续可能进行凭据窃取和横向移动。"",""reranked_next_ttps"":[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]}",0,stop,deepseek-v4-flash,9123fc39-9c11-4463-9ac1-c38aeac4cf7b,,1,200,1564,,,641,0,641,67,0.00010850000000000001,2026-08-10T03:10:16.300678+00:00
attack_flow:medium:1,attack_flow::Hancitor DLL::0009,attack_flow,Hancitor DLL,UNION_LLM,"[""T1003"",""T1018"",""T1021"",""T1055"",""T1059"",""T1070"",""T1087"",""T1105""]","[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]","[""T1218"",""T1027"",""T1059""]",e865799ca81cb19bcf6c1d8824ed33f9f9bb104c74931582a56bc2a1c7297527,True,ok,True,True,True,True,基于历史事件，攻击者使用宏下载执行恶意DLL，注入进程，枚举账户，并多次下载工具。未来可能继续使用脚本解释器、远程服务、凭据转储等。,"[""T1059"",""T1021"",""T1003"",""T1105"",""T1055""]",1,"{
  ""evidence_summary"": ""基于历史事件，攻击者使用宏下载执行恶意DLL，注入进程，枚举账户，并多次下载工具。未来可能继续使用脚本解释器、远程服务、凭据转储等。"",
  ""reranked_next_ttps"": [""T1059"", ""T1021"", ""T1003"", ""T1105"", ""T1055""]
}",0,stop,deepseek-v4-flash,fd949dcb-d9db-4b66-9f7e-76472f1604e6,,1,200,1698,,,934,0,934,86,0.00015484000000000003,2026-08-10T03:10:16.436413+00:00
attack_flow:medium:1,attack_flow::Hancitor DLL::0009,attack_flow,Hancitor DLL,EDLR,"[""T1003"",""T1018"",""T1021"",""T1055"",""T1059"",""T1070"",""T1087"",""T1105""]","[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]","[""T1218"",""T1027"",""T1059""]",f37b58f1549d8140a237af3ec59c1aa0bc48d0dc67bcab4dc727c3670f2c2e8e,True,ok,True,True,True,True,基于历史事件，攻击者已通过钓鱼获取初始访问，执行宏下载并运行恶意载荷，进行进程注入和发现活动，未来可能转向凭据窃取、横向移动或清理痕迹。,"[""T1003"",""T1021"",""T1070"",""T1105"",""T1055""]",1,"{
  ""evidence_summary"": ""基于历史事件，攻击者已通过钓鱼获取初始访问，执行宏下载并运行恶意载荷，进行进程注入和发现活动，未来可能转向凭据窃取、横向移动或清理痕迹。"",
  ""reranked_next_ttps"": [""T1003"", ""T1021"", ""T1070"", ""T1105"", ""T1055""]
}",0,stop,deepseek-v4-flash,043a2112-2309-4a2a-9fda-562603a85ce0,,1,200,1718,,,1799,0,1799,86,0.00027594,2026-08-10T03:10:16.457981+00:00
attack_flow:medium:1,attack_flow::Hancitor DLL::0009,attack_flow,Hancitor DLL,EDLR_SHUFFLE,"[""T1003"",""T1018"",""T1021"",""T1055"",""T1059"",""T1070"",""T1087"",""T1105""]","[""T1059"",""T1105"",""T1055"",""T1087"",""T1003""]","[""T1218"",""T1027"",""T1059""]",9572935e5ac63f7ba8271731ab7253320bde2ed389858b8c8cd88514ca1ef312,True,ok,True,True,True,True,基于历史事件，攻击者已使用宏执行、进程注入和工具下载，未来可能转向凭据窃取、远程服务利用或清理痕迹。,"[""T1003"",""T1021"",""T1070"",""T1055"",""T1059""]",1,"{
  ""evidence_summary"": ""基于历史事件，攻击者已使用宏执行、进程注入和工具下载，未来可能转向凭据窃取、远程服务利用或清理痕迹。"",
  ""reranked_next_ttps"": [""T1003"", ""T1021"", ""T1070"", ""T1055"", ""T1059""]
}",0,stop,deepseek-v4-flash,ef5fcc71-2cd7-4f02-8261-4c16be12d939,,1,200,1672,,,1799,0,1799,76,0.00027314,2026-08-10T03:10:16.412612+00:00
attack_flow:medium:2,attack_flow::JP Morgan Breach::0007,attack_flow,JP Morgan Breach,EA_TOP5,"[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]","[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]","[""T1090"",""T1070"",""T1190""]",dd32117fdc78c20ab0722972adfd2092edd5741c62c7312adfb2c57b4f15bcf5,True,ok,True,True,True,True,钓鱼获取初始访问，窃取凭证后利用有效账户，通过远程服务横向移动，转储凭证，传输工具，执行命令。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""钓鱼获取初始访问，窃取凭证后利用有效账户，通过远程服务横向移动，转储凭证，传输工具，执行命令。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,5065c860-77a6-4bfa-8f98-7cb77c2cd9c3,,1,200,1570,,,606,0,606,64,0.00010276,2026-08-10T03:10:16.311084+00:00
attack_flow:medium:2,attack_flow::JP Morgan Breach::0007,attack_flow,JP Morgan Breach,UNION_LLM,"[""T1003"",""T1018"",""T1021"",""T1041"",""T1048"",""T1059"",""T1070"",""T1078"",""T1105"",""T1486"",""T1567""]","[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]","[""T1090"",""T1070"",""T1190""]",61af77e93df22e1dc243171dffd9e3904d97a7c9661e530cb68ab96b8ab127fb,True,ok,True,True,True,True,攻击者利用钓鱼邮件获取初始访问，窃取凭据后通过有效账户进入系统，利用零日漏洞提权，长期缓慢外传数据，并通过多国代理隐藏C2。,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]",1,"{""evidence_summary"":""攻击者利用钓鱼邮件获取初始访问，窃取凭据后通过有效账户进入系统，利用零日漏洞提权，长期缓慢外传数据，并通过多国代理隐藏C2。"",""reranked_next_ttps"":[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]}",0,stop,deepseek-v4-flash,00e5f4ac-c70e-4c4b-8199-03d0991af5b2,,1,200,1676,,,1042,0,1042,76,0.00016716000000000002,2026-08-10T03:10:16.417994+00:00
attack_flow:medium:2,attack_flow::JP Morgan Breach::0007,attack_flow,JP Morgan Breach,EDLR,"[""T1003"",""T1018"",""T1021"",""T1041"",""T1048"",""T1059"",""T1070"",""T1078"",""T1105"",""T1486"",""T1567""]","[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]","[""T1090"",""T1070"",""T1190""]",9043e2a77c740061d4197f11d22193912a3b430632aa90c7ecbe6dd3218dfca7,True,ok,True,True,True,True,攻击链涉及钓鱼、凭据窃取、利用有效账户、提权、数据窃取和代理中转，未来可能继续使用脚本执行、有效账户、远程服务、凭据转储和工具传输。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""攻击链涉及钓鱼、凭据窃取、利用有效账户、提权、数据窃取和代理中转，未来可能继续使用脚本执行、有效账户、远程服务、凭据转储和工具传输。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,13c82471-95d8-4cac-963c-bfef17b28934,,1,200,1542,,,2243,0,2243,80,0.00033642000000000003,2026-08-10T03:10:16.285194+00:00
attack_flow:medium:2,attack_flow::JP Morgan Breach::0007,attack_flow,JP Morgan Breach,EDLR_SHUFFLE,"[""T1003"",""T1018"",""T1021"",""T1041"",""T1048"",""T1059"",""T1070"",""T1078"",""T1105"",""T1486"",""T1567""]","[""T1078"",""T1021"",""T1003"",""T1105"",""T1059""]","[""T1090"",""T1070"",""T1190""]",31365fc3ca0edfba962f7fcbc770a4a4c12c51259161f0c3814c05f1835d8e9d,True,ok,True,True,True,True,攻击者利用钓鱼邮件获取初始访问，窃取凭据后通过有效账户进入系统，利用零日漏洞提权，长期缓慢窃取数据，可能使用远程服务和脚本执行维持控制。,"[""T1078"",""T1021"",""T1105"",""T1059"",""T1003""]",1,"{""evidence_summary"":""攻击者利用钓鱼邮件获取初始访问，窃取凭据后通过有效账户进入系统，利用零日漏洞提权，长期缓慢窃取数据，可能使用远程服务和脚本执行维持控制。"",""reranked_next_ttps"":[""T1078"",""T1021"",""T1105"",""T1059"",""T1003""]}",0,stop,deepseek-v4-flash,048a38cb-cd85-4c3d-94e9-c7df55330af5,,1,200,1690,,,2243,0,2243,77,0.00033558000000000004,2026-08-10T03:10:16.434463+00:00
attack_flow:medium:3,attack_flow::FIN13 Case 2::0006,attack_flow,FIN13 Case 2,EA_TOP5,"[""T1078"",""T1021"",""T1059"",""T1005"",""T1505""]","[""T1078"",""T1021"",""T1059"",""T1005"",""T1505""]","[""T1003"",""T1078"",""T1005""]",ff85e93b204effb9f5d7897ae0468594e014153da96d299d9e77919392381045,True,ok,True,True,True,True,攻击者利用Log4j漏洞进入DMZ，部署工具植入webshell，横向移动至SharePoint服务器并转储凭据，随后扫描其他服务器。,"[""T1059"",""T1078"",""T1021"",""T1005"",""T1505""]",1,"{""evidence_summary"":""攻击者利用Log4j漏洞进入DMZ，部署工具植入webshell，横向移动至SharePoint服务器并转储凭据，随后扫描其他服务器。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1005"",""T1505""]}",0,stop,deepseek-v4-flash,a601872e-d2cd-4cdd-9a68-fabb4831dad7,,1,200,1559,,,549,0,549,69,9.618e-05,2026-08-10T03:10:16.302654+00:00
attack_flow:medium:3,attack_flow::FIN13 Case 2::0006,attack_flow,FIN13 Case 2,UNION_LLM,"[""T1003"",""T1005"",""T1018"",""T1021"",""T1059"",""T1070"",""T1078"",""T1105"",""T1505""]","[""T1078"",""T1021"",""T1059"",""T1005"",""T1505""]","[""T1003"",""T1078"",""T1005""]",74318ef56404f7c0ea5f72c2897cc7d2c2f99c7ab95c193414fd194d1f519562,True,ok,True,True,True,True,基于历史事件，攻击者利用漏洞入侵后部署工具、植入webshell、横向移动并窃取凭据，后续可能使用脚本执行、有效账户、远程服务、凭据转储和工具传输。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",1,"{""evidence_summary"":""基于历史事件，攻击者利用漏洞入侵后部署工具、植入webshell、横向移动并窃取凭据，后续可能使用脚本执行、有效账户、远程服务、凭据转储和工具传输。"",""reranked_next_ttps"":[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]}",0,stop,deepseek-v4-flash,53ea1c7c-c39a-4412-b9dd-d4b8d21295fd,,1,200,1596,,,890,0,890,80,0.000147,2026-08-10T03:10:16.340292+00:00
attack_flow:medium:3,attack_flow::FIN13 Case 2::0006,attack_flow,FIN13 Case 2,EDLR,"[""T1003"",""T1005"",""T1018"",""T1021"",""T1059"",""T1070"",""T1078"",""T1105"",""T1505""]","[""T1078"",""T1021"",""T1059"",""T1005"",""T1505""]","[""T1003"",""T1078"",""T1005""]",87d3473fdfd86cf143e74b412eb29057350098fda7695e1d56d23dca863f1e98,True,ok,True,True,True,True,基于历史事件，攻击者利用漏洞获取初始访问，部署工具，植入webshell，横向移动并窃取凭据，随后扫描网络。未来可能利用有效账户、远程服务、命令脚本、凭据转储和工具传输。,"[""T1078"",""T1021"",""T1059"",""T1003"",""T1105""]",1,"{
  ""evidence_summary"": ""基于历史事件，攻击者利用漏洞获取初始访问，部署工具，植入webshell，横向移动并窃取凭据，随后扫描网络。未来可能利用有效账户、远程服务、命令脚本、凭据转储和工具传输。"",
  ""reranked_next_ttps"": [""T1078"", ""T1021"", ""T1059"", ""T1003"", ""T1105""]
}",0,stop,deepseek-v4-flash,ae563030-7490-4ecc-8455-1131539ca2b1,,1,200,1709,,,1867,0,1867,95,0.00028798000000000007,2026-08-10T03:10:16.455579+00:00
attack_flow:medium:3,attack_flow::FIN13 Case 2::0006,attack_flow,FIN13 Case 2,EDLR_SHUFFLE,"[""T1003"",""T1005"",""T1018"",""T1021"",""T1059"",""T1070"",""T1078"",""T1105"",""T1505""]","[""T1078"",""T1021"",""T1059"",""T1005"",""T1505""]","[""T1003"",""T1078"",""T1005""]",0a912534e0e63bbc4bead0753c40cabbd056c1cd44c8fa2f4f805c7c479193d1,True,ok,True,True,True,True,攻击者已利用Log4j漏洞进入DMZ，部署工具并植入webshell，横向移动到SharePoint服务器后转储凭据，随后扫描其他服务器。下一步可能利用有效账户、远程服务或脚本执行进一步渗透，并可能清除痕迹。,"[""T1078"",""T1021"",""T1059"",""T1003"",""T1070""]",1,"{""evidence_summary"":""攻击者已利用Log4j漏洞进入DMZ，部署工具并植入webshell，横向移动到SharePoint服务器后转储凭据，随后扫描其他服务器。下一步可能利用有效账户、远程服务或脚本执行进一步渗透，并可能清除痕迹。"",""reranked_next_ttps"":[""T1078"",""T1021"",""T1059"",""T1003"",""T1070""]}",0,stop,deepseek-v4-flash,48daf235-d067-4b13-a4a6-9035e4d49909,,1,200,1858,,,1867,0,1867,89,0.0002863000000000001,2026-08-10T03:10:16.604872+00:00
attack_flow:medium:4,attack_flow::Muddy Water::0007,attack_flow,Muddy Water,EA_TOP5,"[""T1105"",""T1059"",""T1005"",""T1003"",""T1021""]","[""T1105"",""T1059"",""T1005"",""T1003"",""T1021""]","[""T1105"",""T1059"",""T1486""]",e2de29b5c735f1fb5ad7304520eb89e101b515d776492a008e1f802f2632b416,True,ok,True,True,True,True,攻击链从钓鱼邮件到宏执行，建立持久化后下载远程脚本，下一步可能横向移动或窃取凭据。,"[""T1059"",""T1105"",""T1021"",""T1003"",""T1005""]",1,"{""evidence_summary"":""攻击链从钓鱼邮件到宏执行，建立持久化后下载远程脚本，下一步可能横向移动或窃取凭据。"",""reranked_next_ttps"":[""T1059"",""T1105"",""T1021"",""T1003"",""T1005""]}",0,stop,deepseek-v4-flash,6eea24e4-a43f-454e-8a92-f64ad62aa697,,1,200,1577,,,670,0,670,62,0.00011116000000000001,2026-08-10T03:10:16.324862+00:00
