source,campaign_id,step_index,stable_step_id,raw_technique_id,parent_technique_id,description_clean,description_chars,has_description,description_truncated,raw_description_had_attack_id,step_name_audit_only,description_raw_audit_only,source_file_audit_only,source_file_sha256
attack_flow,Black Basta Ransomware,10,attack_flow::Black Basta Ransomware::8db6f663-3eda-4a6d-b887-3b67ac5d218c,T1573,T1573,Qakbot is used for command-and-control communications,53,1,0,0,Encrypted Channel,Qakbot is used for command-and-control communications,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,11,attack_flow::Black Basta Ransomware::21faed62-d790-40dd-a97c-e20cad02e4ed,T1105,T1105,Cobalt Strike is deployed on the targeted system.,49,1,0,0,Ingress Tool Transfer,Cobalt Strike is deployed on the targeted system.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,12,attack_flow::Black Basta Ransomware::2d4931da-3298-420c-ace1-582fabc4a558,T1555,T1555,Mimkatz is used to dump passwords.,34,1,0,0,Credentials from Password Stores,Mimkatz is used to dump passwords.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,13,attack_flow::Black Basta Ransomware::bfc59d4e-32d1-42ae-94f7-8a1bc4d6dc91,T1021.001,T1021,RDP used for lateral movement.,30,1,0,0,Remote Services: Remote Desktop Protocol,RDP used for lateral movement.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,14,attack_flow::Black Basta Ransomware::c14c8d17-1a12-439b-aef4-a2f1e66052ea,T1569.002,T1569,Black Basta installs and uses PsExec to execute payloads on remote hosts.,73,1,0,0,System Services: Service Execution,Black Basta installs and uses PsExec to execute payloads on remote hosts.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,15,attack_flow::Black Basta Ransomware::93a4a781-5805-494a-9d93-6cf72577876a,T1562.001,T1562,"BlackBasta disables Windows Defender with batch scripts, such as d.bat or defof.bat.",84,1,0,0,Impair Defenses: Disable or Modify Tools,"BlackBasta disables Windows Defender with batch scripts, such as d.bat or defof.bat.",data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,16,attack_flow::Black Basta Ransomware::e4784eca-c724-4035-acb4-3fc76cbcb59f,T1560.001,T1560,BlackBasta collects data from infected systems.,47,1,0,0,Archive Collected Data: Archive via Utility,BlackBasta collects data from infected systems.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,17,attack_flow::Black Basta Ransomware::28045127-d6be-4d1a-b45b-d52e9185fbf8,T1573,T1573,Cobalt Strike is used for command-and-control communications.,61,1,0,0,Encrypted Channel,Cobalt Strike is used for command-and-control communications.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,18,attack_flow::Black Basta Ransomware::44650151-de19-4ebd-a9ae-d8aa4e5015f5,T1567,T1567,BlackBasta exfiltrates data from the network prior to encrypting files.,71,1,0,0,Exfiltration Over Web Service,BlackBasta exfiltrates data from the network prior to encrypting files.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,19,attack_flow::Black Basta Ransomware::60f72c38-7df7-4c48-b5f6-8b6b7a39f00a,T1047,T1047,Invoke-TotalExec is used to push out the ransomware binary.,59,1,0,0,Windows Management Instrumentation,Invoke-TotalExec is used to push out the ransomware binary.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,20,attack_flow::Black Basta Ransomware::ab3bbdcf-9899-4fa9-9365-52d416300957,T1562.009,T1562,BlackBasta uses bcdedit to boot the device in safe mode.,56,1,0,0,Impair Defenses: Safe Mode Boot,BlackBasta uses bcdedit to boot the device in safe mode.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,21,attack_flow::Black Basta Ransomware::fb48d182-4241-483c-b97d-bdb1440ab5e5,T1083,T1083,"Once booted in safe mode, BlackBasta will iterate through the entire file system",80,1,0,0,File and Directory Discovery,"Once booted in safe mode, BlackBasta will iterate through the entire file system",data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,22,attack_flow::Black Basta Ransomware::fea70dfe-cdbe-405c-a1ab-9d4632f423cb,T1486,T1486,"Files (except.exe,.cmd,.bat, and.com) on the system are encrypted using ChaCha20 or RSA-4096, and their extension is changed to.basta.",134,1,0,0,Data Encrypted for Impact,"Files (except .exe, .cmd, .bat, and .com) on the system are encrypted using ChaCha20 or RSA-4096, and their extension is changed to .basta.",data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,23,attack_flow::Black Basta Ransomware::1b746e0c-0285-4a7a-9619-1e76b2f5e92d,T1491.001,T1491,"The files <random-letters>.ico and <random-letters>.jpg are written to the %TEMP% directory. The.jpg file is leveraged to overwrite the desktop background and appears as follows: ""Your network is encrypted by the Black Basta group. Instructions in the file readme.txt""",268,1,0,0,Internal Defacement,"The files <random-letters>.ico and <random-letters>.jpg are written to the %TEMP% directory. The .jpg file is leveraged to overwrite the desktop background and appears as follows: ""Your network is encrypted by the Black Basta group. Instructions in the file readme.txt""",data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,Black Basta Ransomware,24,attack_flow::Black Basta Ransomware::a4051af5-0069-4c5e-9792-c785a0e1259d,T1070.004,T1070,BlackBasta attempts to delete malicious batch files.,52,1,0,0,Indicator Removal on Host: File Deletion,BlackBasta attempts to delete malicious batch files.,data_v2/repro_external/attack_flow/corpus/Black Basta Ransomware.afb,7a899ca862eaa48b85da60e8e079095fba9e9cd3a54b273d1db82884c8b552aa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),0,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::84454574-3ed2-43eb-979f-66c3d343a71a,T1203,T1203,attackers used a Bash script to exploit software vulnerabilities in VMWare Workspace ONE Access,95,1,0,0,Exploitation for Client Execution,attackers used a Bash script to exploit software vulnerabilities in VMWare Workspace ONE Access,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),1,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::401fbfb9-930a-43b9-a43e-6cbc7f9e3802,T1068,T1068,Horizon user's privileges escalated,35,1,0,0,Exploitation for Privilege Escalation,Horizon user's privileges escalated,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),2,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::3c019d2c-c56f-47e4-8977-e86a4a359069,T1059,T1059,Horizon user can execute commands and scripts as a superuser (sudo),67,1,0,0,Command and Scripting Interpreter,Horizon user can execute commands and scripts as a superuser (sudo),data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),3,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::24692f77-c123-4107-923e-937e7cc9349e,T1070,T1070,publishCaCert.hzn overwritten with fd86ald0.pem,47,1,0,0,Indicator Removal,publishCaCert.hzn overwritten with fd86ald0.pem,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),4,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::7fa1a34d-5d0c-4655-8e23-ef9d23771bba,T1560.001,T1560,"script compresses files containing network interface configurations, users, passwords, masterkeys, hosts, and domains to a TAR archive, located in a VMWare Workspace ONE Access directory",186,1,0,0,Archive via Utility,"script compresses files containing network interface configurations, users, passwords, masterkeys, hosts, and domains to a TAR archive, located in a VMWare Workspace ONE Access  directory",data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),5,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::3c3fea04-7678-4ae6-a8dd-0b0c28eafe97,T1105,T1105,attackers attempted to download MoneroOcean miner from GitHub from the associated IP,84,1,0,0,Ingress Tool Transfer,attackers attempted to download MoneroOcean miner from GitHub from the associated IP,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),6,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::747d2282-1bf8-4848-89f0-0ee82ca3b6a5,T1083,T1083,attackers used an associated IP address to run cat on a number of files in the listed directory,95,1,0,0,File and Directory Discovery,attackers used an associated IP address to run cat on a number of files in the listed directory,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),7,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::6dbde84b-f026-46b8-bde6-f963be602a4c,T1105,T1105,attackers attempted to download a JSP webshell from the listed URL,66,1,0,0,Ingress Tool Transfer,attackers attempted to download a JSP webshell from the listed URL,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (Alt),8,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::298530ff-51b1-43f6-8c1f-59f432625094,T1070,T1070,fd86ald0.pem removed from host,30,1,0,0,Indicator Removal,fd86ald0.pem removed from host,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (Alt).afb,bd9a4110db6c3d3e5f4692b23d9246bfe76b35f3aed6b322656a5ddefe74f5fa
attack_flow,CISA AA22-138B VMWare Workspace (TA1),0,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::87cf2efa-5784-4ccd-a75e-ec4d964d58a5,T1071.001,T1071,Freemarker targeted by attackers to send a customized GET request URI to a vulnerable server,92,1,0,0,Web Protocols,Freemarker targeted by attackers to send  a customized GET request URI to a vulnerable server,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),1,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::780d1e10-6642-41d2-b1a7-de801a6b972a,T1203,T1203,attackers exploited software vulnerabilities,44,1,0,0,Exploitation for Client Execution,attackers exploited software vulnerabilities,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),2,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::427f3a5b-4890-4305-951b-b76da8b9651b,T1105,T1105,server downloads a malicious shell script to VMWare Workspace ONE Access,72,1,0,0,Ingress Tool Transfer,server downloads a malicious shell script to VMWare Workspace ONE Access,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),3,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::847def26-4d0a-4562-865d-d9c23e3820cf,T1068,T1068,Malicious script run with root privileges (run with SUDO),57,1,0,0,Exploitation for Privilege Escalation,Malicious script run with root privileges (run with SUDO),data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),4,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::4c353a44-3987-401a-b578-d4a1e9280bbd,T1119,T1119,"script collects sensitive files, including user names, passwords, master keys, and firewall rules and stored them in a tar ball",127,1,0,0,Automated Collection,"script collects sensitive files, including user names, passwords, master keys, and firewall rules and stored them in a tar ball",data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),5,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::af956aab-7dd4-440d-8af4-adb9ae32a63b,T1560.001,T1560,collected information stored in a tar ball file on the server,61,1,0,0,Archive via Utility,collected information stored in a tar ball file on the server,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),6,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::a9ddb932-cc96-49fc-acd8-f5675b7368ea,T1070,T1070,"deleted files and logs, including fd86ald0.pem, localhost_access logs, logs associated with the VMWare Horizon application, and greenbox logs for the date of activity",166,1,0,0,Indicator Removal,"deleted files and logs, including fd86ald0.pem, localhost_access logs, logs associated with the VMWare Horizon application, and greenbox logs for the date of activity",data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),7,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::4edb3b2d-7bc8-4fe2-85d7-66c04ceba3c7,T1071.001,T1071,GET requests are used to exfiltrate data,40,1,0,0,Web Protocols,GET requests are used to exfiltrate data,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA1),8,attack_flow::CISA AA22-138B VMWare Workspace (TA1)::49b28f56-71c6-4a42-9a01-9e95c2974454,T1041,T1041,sensitive data stored in tar ball is exfiltrated by GET request,63,1,0,0,Exfiltration Over C2 Channel,sensitive data stored in tar ball is exfiltrated by GET request,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA1).afb,11b9db66e55c792742e1d9863030e7dcaddbe83472dce5f2778b1f44742e22b7
attack_flow,CISA AA22-138B VMWare Workspace (TA2),0,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::1249135e-bfdd-48fa-b128-b86236337d73,T1071.001,T1071,"multiple GET requests to VMWare Workspace ONE Access to obtain RCE, upload binaries, and upload webshells",105,1,0,0,Web Protocols,"multiple GET requests to VMWare Workspace ONE Access to obtain RCE, upload binaries, and upload webshells",data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),1,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::4b5c1c23-d2c7-464d-813d-439a36f837aa,T1105,T1105,Attackers attempted to download a webshell,42,1,0,0,Ingress Tool Transfer,Attackers attempted to download a webshell,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),2,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::d32524ea-375d-4c91-8100-c77e2c9f904c,T1105,T1105,Attackers downloaded a JSP webshell,35,1,0,0,Ingress Tool Transfer,Attackers downloaded a JSP webshell,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),3,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::a2b22b62-4ab7-483b-8d26-9d8306abc03c,T1059.004,T1059,Attackers sent Unix commands,28,1,0,0,Unix Shell,Attackers sent Unix commands,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),4,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::a0767d23-cc44-43bd-bd57-807e5e571721,T1003.008,T1003,Attackers viewed /etc/passwd and /etc/shadow,44,1,0,0,OS Credential Dumping: /etc/passwd and /etc/shadow,Attackers viewed /etc/passwd and /etc/shadow,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),5,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::3a2d7968-b69a-47cc-9fdd-30a7d27bf19d,T1105,T1105,Attackers downloaded 2 copies of a webshell,43,1,0,0,Ingress Tool Transfer,Attackers downloaded 2 copies of a webshell,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),6,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::96854c51-e17a-4747-b08b-51dbe773dc00,T1573.001,T1573,POST requests used to communicate with webshells; commands and output were encrypted with XOR key,97,1,0,0,Symmetric Cryptography,POST requests used to communicate with webshells; commands and output were encrypted with XOR key,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),7,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::049af2f2-8d04-4d37-9c3a-9c4232119a5e,T1105,T1105,Attackers downloaded a reverse SOCKS proxy,42,1,0,0,Ingress Tool Transfer,Attackers downloaded a reverse SOCKS proxy,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),8,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::abb24ca4-0847-4eb8-9a2f-3330415f3006,T1090,T1090,Attackers use reverse SOCKS proxy,33,1,0,0,Proxy,Attackers use reverse SOCKS proxy,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),9,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::af19a045-d1cd-4854-87b7-047e55033d5c,T1222.002,T1222,GET request with chmod to change permissions of hidden file in /tmp directory,77,1,0,0,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification,GET request with chmod to change permissions of hidden file in /tmp directory,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA AA22-138B VMWare Workspace (TA2),10,attack_flow::CISA AA22-138B VMWare Workspace (TA2)::22bae6a7-0937-447d-9a5b-8f0327a1c5bf,T1105,T1105,Attackers downloaded binary,27,1,0,0,Ingress Tool Transfer,Attackers downloaded binary,data_v2/repro_external/attack_flow/corpus/CISA AA22-138B VMWare Workspace (TA2).afb,b82f840b8e5f36376a40c1c0ce09904c60994746e72ae15c6979fb6b8dce65e0
attack_flow,CISA Iranian APT,0,attack_flow::CISA Iranian APT::b6143619-dac3-4f9c-ae0a-605961bef9c7,T1190,T1190,Initial access gained through Log4Shell,39,1,0,0,Exploit Public-Facing Application,Initial access gained through Log4Shell,data_v2/repro_external/attack_flow/corpus/CISA Iranian APT.afb,6a25d526e4c33a70b70d733d70ca4d759caa18f939c7c06703159ec3f5cb4702
attack_flow,CISA Iranian APT,1,attack_flow::CISA Iranian APT::0d573bcd-ee5d-4231-ab43-188ef7e809e9,T1059.001,T1059,PowerShell added an exclusion rule to Windows Defender and was executed on AD to obtain a list of machines on the domain,120,1,0,0,PowerShell,PowerShell added an exclusion rule to Windows Defender and was executed on AD to obtain a list of machines on the domain,data_v2/repro_external/attack_flow/corpus/CISA Iranian APT.afb,6a25d526e4c33a70b70d733d70ca4d759caa18f939c7c06703159ec3f5cb4702
attack_flow,CISA Iranian APT,2,attack_flow::CISA Iranian APT::56ca6034-001b-4c5d-99b4-4f9bd3db56ba,T1562.001,T1562,Exclusion rule allowlisted the entire c:\drive. Attackers also manually disabled Windows Defender via the GUI,109,1,0,0,Disable or Modify Tools,Exclusion rule allowlisted the entire c:\drive. Attackers also manually disabled Windows Defender via the GUI,data_v2/repro_external/attack_flow/corpus/CISA Iranian APT.afb,6a25d526e4c33a70b70d733d70ca4d759caa18f939c7c06703159ec3f5cb4702
