mechanism,sample_id,source,campaign_id,top5,ndcg5,b0_ndcg5
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0012,attack_flow,Black Basta Ransomware,"[""T1003"",""T1021"",""T1078"",""T1055"",""T1041""]",0.2960819109658652,0.2960819109658652
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0013,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1047""]",0.46927872602275644,0.46927872602275644
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0013,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1047""]",0.46927872602275644,0.46927872602275644
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0013,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1047""]",0.46927872602275644,0.46927872602275644
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0013,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1047""]",0.46927872602275644,0.46927872602275644
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0013,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1047""]",0.46927872602275644,0.46927872602275644
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0014,attack_flow,Black Basta Ransomware,"[""T1003"",""T1021"",""T1105"",""T1059"",""T1078""]",0.0,0.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0014,attack_flow,Black Basta Ransomware,"[""T1003"",""T1021"",""T1105"",""T1059"",""T1569""]",0.18154179253735267,0.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0014,attack_flow,Black Basta Ransomware,"[""T1105"",""T1021"",""T1569"",""T1047"",""T1070""]",0.23463936301137822,0.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0014,attack_flow,Black Basta Ransomware,"[""T1003"",""T1021"",""T1105"",""T1059"",""T1569""]",0.18154179253735267,0.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0014,attack_flow,Black Basta Ransomware,"[""T1003"",""T1021"",""T1105"",""T1059"",""T1078""]",0.0,0.0
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0015,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1569"",""T1486""]",0.0,0.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0015,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1569"",""T1560""]",0.18154179253735267,0.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0015,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1569"",""T1486""]",0.0,0.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0015,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1569"",""T1486""]",0.0,0.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0015,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1569"",""T1486""]",0.0,0.0
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0016,attack_flow,Black Basta Ransomware,"[""T1003"",""T1482"",""T1083"",""T1078"",""T1486""]",0.0,0.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0016,attack_flow,Black Basta Ransomware,"[""T1003"",""T1482"",""T1083"",""T1078"",""T1486""]",0.0,0.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0016,attack_flow,Black Basta Ransomware,"[""T1003"",""T1482"",""T1083"",""T1078"",""T1486""]",0.0,0.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0016,attack_flow,Black Basta Ransomware,"[""T1003"",""T1482"",""T1083"",""T1078"",""T1486""]",0.0,0.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0016,attack_flow,Black Basta Ransomware,"[""T1003"",""T1482"",""T1083"",""T1078"",""T1486""]",0.0,0.0
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0017,attack_flow,Black Basta Ransomware,"[""T1021"",""T1005"",""T1485"",""T1078"",""T1105""]",0.0,0.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0017,attack_flow,Black Basta Ransomware,"[""T1021"",""T1005"",""T1485"",""T1078"",""T1047""]",0.18154179253735267,0.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0017,attack_flow,Black Basta Ransomware,"[""T1041"",""T1567"",""T1047"",""T1105"",""T1518""]",0.5307212739772434,0.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0017,attack_flow,Black Basta Ransomware,"[""T1021"",""T1005"",""T1485"",""T1078"",""T1105""]",0.0,0.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0017,attack_flow,Black Basta Ransomware,"[""T1021"",""T1005"",""T1485"",""T1078"",""T1105""]",0.0,0.0
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0018,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1560"",""T1486""]",0.0,0.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0018,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1560"",""T1486""]",0.0,0.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0018,attack_flow,Black Basta Ransomware,"[""T1105"",""T1041"",""T1567"",""T1048"",""T1486""]",0.23463936301137822,0.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0018,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1560"",""T1486""]",0.0,0.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0018,attack_flow,Black Basta Ransomware,"[""T1021"",""T1003"",""T1105"",""T1560"",""T1486""]",0.0,0.0
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0019,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1070"",""T1059""]",0.0,0.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0019,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1070"",""T1047""]",0.18154179253735267,0.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0019,attack_flow,Black Basta Ransomware,"[""T1569"",""T1047"",""T1547"",""T1105"",""T1021""]",0.2960819109658652,0.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0019,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1070"",""T1059""]",0.0,0.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0019,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1070"",""T1059""]",0.0,0.0
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0020,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1053"",""T1070""]",0.46927872602275644,0.46927872602275644
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0020,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1053"",""T1070""]",0.46927872602275644,0.46927872602275644
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0020,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1053"",""T1070""]",0.46927872602275644,0.46927872602275644
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0020,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1053"",""T1070""]",0.46927872602275644,0.46927872602275644
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0020,attack_flow,Black Basta Ransomware,"[""T1486"",""T1078"",""T1005"",""T1053"",""T1070""]",0.46927872602275644,0.46927872602275644
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0021,attack_flow,Black Basta Ransomware,"[""T1486"",""T1059"",""T1078"",""T1053"",""T1070""]",0.46927872602275644,0.2960819109658652
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0021,attack_flow,Black Basta Ransomware,"[""T1059"",""T1486"",""T1078"",""T1053"",""T1070""]",0.2960819109658652,0.2960819109658652
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0021,attack_flow,Black Basta Ransomware,"[""T1059"",""T1486"",""T1078"",""T1053"",""T1070""]",0.2960819109658652,0.2960819109658652
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0021,attack_flow,Black Basta Ransomware,"[""T1059"",""T1486"",""T1078"",""T1053"",""T1070""]",0.2960819109658652,0.2960819109658652
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0021,attack_flow,Black Basta Ransomware,"[""T1059"",""T1486"",""T1078"",""T1053"",""T1070""]",0.2960819109658652,0.2960819109658652
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0022,attack_flow,Black Basta Ransomware,"[""T1486"",""T1490"",""T1078"",""T1005"",""T1059""]",0.46927872602275644,0.46927872602275644
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0022,attack_flow,Black Basta Ransomware,"[""T1486"",""T1490"",""T1078"",""T1005"",""T1070""]",0.6508205185601091,0.46927872602275644
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0022,attack_flow,Black Basta Ransomware,"[""T1486"",""T1490"",""T1078"",""T1005"",""T1059""]",0.46927872602275644,0.46927872602275644
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0022,attack_flow,Black Basta Ransomware,"[""T1486"",""T1490"",""T1078"",""T1005"",""T1059""]",0.46927872602275644,0.46927872602275644
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0022,attack_flow,Black Basta Ransomware,"[""T1486"",""T1490"",""T1078"",""T1005"",""T1059""]",0.46927872602275644,0.46927872602275644
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0023,attack_flow,Black Basta Ransomware,"[""T1070"",""T1059"",""T1078"",""T1021"",""T1005""]",0.6131471927654584,0.23719771276929622
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0023,attack_flow,Black Basta Ransomware,"[""T1059"",""T1078"",""T1021"",""T1005"",""T1070""]",0.23719771276929622,0.23719771276929622
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0023,attack_flow,Black Basta Ransomware,"[""T1059"",""T1078"",""T1021"",""T1005"",""T1070""]",0.23719771276929622,0.23719771276929622
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0023,attack_flow,Black Basta Ransomware,"[""T1021"",""T1070"",""T1059"",""T1005"",""T1078""]",0.38685280723454163,0.23719771276929622
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0023,attack_flow,Black Basta Ransomware,"[""T1059"",""T1078"",""T1021"",""T1005"",""T1070""]",0.23719771276929622,0.23719771276929622
F1_RR5_oracle,attack_flow::Black Basta Ransomware::0024,attack_flow,Black Basta Ransomware,"[""T1070"",""T1059"",""T1021"",""T1005"",""T1486""]",1.0,1.0
F2_C1R_oracle,attack_flow::Black Basta Ransomware::0024,attack_flow,Black Basta Ransomware,"[""T1070"",""T1059"",""T1021"",""T1005"",""T1486""]",1.0,1.0
F3_OSER_oracle,attack_flow::Black Basta Ransomware::0024,attack_flow,Black Basta Ransomware,"[""T1070"",""T1059"",""T1021"",""T1005"",""T1486""]",1.0,1.0
F4_LCB_RS_oracle,attack_flow::Black Basta Ransomware::0024,attack_flow,Black Basta Ransomware,"[""T1070"",""T1059"",""T1021"",""T1005"",""T1486""]",1.0,1.0
F5_LCTR5_oracle,attack_flow::Black Basta Ransomware::0024,attack_flow,Black Basta Ransomware,"[""T1070"",""T1059"",""T1021"",""T1005"",""T1486""]",1.0,1.0
F1_RR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F2_C1R_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1070""]",0.6508205185601091,0.46927872602275644
F3_OSER_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F4_LCB_RS_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F5_LCTR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0001,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F1_RR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F2_C1R_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1070""]",0.6508205185601091,0.46927872602275644
F3_OSER_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F4_LCB_RS_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F5_LCTR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0002,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.46927872602275644,0.46927872602275644
F1_RR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1105"",""T1059"",""T1078"",""T1021"",""T1003""]",0.46927872602275644,0.18154179253735267
F2_C1R_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]",0.18154179253735267,0.18154179253735267
F3_OSER_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1105"",""T1070"",""T1016"",""T1041"",""T1003""]",0.7653606369886217,0.18154179253735267
F4_LCB_RS_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1105"",""T1003"",""T1021"",""T1059"",""T1078""]",0.46927872602275644,0.18154179253735267
F5_LCTR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0003,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1105"",""T1003"",""T1059"",""T1078"",""T1021""]",0.46927872602275644,0.18154179253735267
F1_RR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1105"",""T1059"",""T1078"",""T1003"",""T1021""]",0.46927872602275644,0.18154179253735267
F2_C1R_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1059"",""T1078"",""T1003"",""T1021"",""T1105""]",0.18154179253735267,0.18154179253735267
F3_OSER_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1016"",""T1041"",""T1105"",""T1021"",""T1070""]",0.23463936301137822,0.18154179253735267
F4_LCB_RS_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1105"",""T1021"",""T1003"",""T1059"",""T1078""]",0.46927872602275644,0.18154179253735267
F5_LCTR5_oracle,attack_flow::CISA AA22-138B VMWare Workspace (Alt)::0004,attack_flow,CISA AA22-138B VMWare Workspace (Alt),"[""T1021"",""T1105"",""T1059"",""T1078"",""T1003""]",0.2960819109658652,0.18154179253735267
