annotation_id,sample_id,source_org,plan_id,scenario_id,prefix_len,state,true_label,top1_pred,true_rank,current_access_context,exhausted_action_constraint,next_target_artifact,next_micro_verb,label_confidence,annotation_notes
ms_016,apt29::unknown::67,apt29,apt29,unknown,67,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036 T1018 T1016 T1057 T1070 T1082 T1049 T1003 T1547 T1134 T1003 T1134 T1081 T1552 T1036 T1113 T1115 T1056 T1041 T1105 T1134 T1053 T1134 T1018 T1059 T1083 T1134 T1105 T1113 T1083 T1059 T1041 T1070 T1529 T1070 T1037 T1204 T1070 T1518 T1082 T1033 T1057 T1134 T1003 T1546 T1018 T1033 T1028 T1105 T1114,T1005,T1021,142,internal_host_access,collection_target_not_identified,local_file_data,collect,human_verified,human_revised_v1
ms_017,apt29::unknown::11,apt29,apt29,unknown,11,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087,T1012,T1570,63,post_compromise_discovery,environment_not_enumerated,system_configuration_store,query,human_verified,human_revised_v1
ms_018,apt29::unknown::19,apt29,apt29,unknown,19,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036 T1018,T1016,T1036,59,post_compromise_discovery,environment_not_enumerated,network_configuration,enumerate,human_verified,human_revised_v1
ms_019,apt29::unknown::18,apt29,apt29,unknown,18,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036,T1018,T1036,49,post_compromise_discovery,remote_targets_not_identified,remote_host_list,enumerate,human_verified,human_revised_v1
ms_020,apt29::unknown::12,apt29,apt29,unknown,12,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012,T1036,T1033,26,execution_on_host,defense_evasion_path_not_established,process_or_file_identity,masquerade,human_verified,human_revised_v1
ms_021,fin6::unknown::6,fin6,fin6,unknown,6,T1087 T1018 T1482 T1016 T1069 T1134,T1003,T1049,163,valid_user_context,credential_material_not_collected,credential_material,dump,human_verified,human_revised_v1
ms_022,fin6::unknown::17,fin6,fin6,unknown,17,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547 T1053 T1048 T1047 T1021 T1047,T1569,T1547,159,internal_host_access,remote_execution_path_not_established,service_execution_channel,execute,human_verified,human_revised_v1
ms_023,fin6::unknown::13,fin6,fin6,unknown,13,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547 T1053,T1048,T1053,148,internal_host_access,exfiltration_path_not_established,exfiltration_channel,exfiltrate,human_verified,human_revised_v1
ms_024,fin6::unknown::1,fin6,fin6,unknown,1,T1087,T1018,T1087,119,initial_foothold,remote_targets_not_identified,remote_host_list,enumerate,human_verified,human_revised_v1
ms_025,fin6::unknown::16,fin6,fin6,unknown,16,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547 T1053 T1048 T1047 T1021,T1047,T1036,26,internal_host_access,remote_execution_path_not_established,wmi_execution_channel,execute,human_verified,human_revised_v1
ms_026,fin6::unknown::7,fin6,fin6,unknown,7,T1087 T1018 T1482 T1016 T1069 T1134 T1003,T1560,T1087,23,internal_host_access,data_not_staged,staged_collection,collect,human_verified,human_revised_v1
ms_027,fin6::unknown::2,fin6,fin6,unknown,2,T1087 T1018,T1482,T1021,21,post_compromise_discovery,domain_trust_not_enumerated,domain_trust_relationship,enumerate,human_verified,human_revised_v1
ms_028,fin6::unknown::11,fin6,fin6,unknown,11,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047,T1547,T1547,1,internal_host_access,persistence_path_not_established,persistence_mechanism,modify,human_verified,human_revised_v1
ms_029,fin6::unknown::10,fin6,fin6,unknown,10,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569,T1047,T1204,3,internal_host_access,remote_execution_path_not_established,wmi_execution_channel,execute,human_verified,human_revised_v1
ms_030,apt29::unknown::4,apt29,apt29,unknown,4,T1036 T1059 T1119 T1016,T1033,T1033,1,post_compromise_discovery,current_user_context_not_confirmed,user_account_context,query,human_verified,human_revised_v1
ms_031,apt29::unknown::5,apt29,apt29,unknown,5,T1036 T1059 T1119 T1016 T1033,T1041,T1570,45,internal_host_access,exfiltration_path_not_established,exfiltration_channel,exfiltrate,human_verified,human_revised_v1
ms_032,apt29::unknown::7,apt29,apt29,unknown,7,T1036 T1059 T1119 T1016 T1033 T1041 T1057,T1007,T1518,14,post_compromise_discovery,host_service_inventory_not_enumerated,service_inventory,enumerate,human_verified,human_revised_v1
ms_033,apt29::unknown::10,apt29,apt29,unknown,10,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069,T1087,T1124,25,post_compromise_discovery,account_landscape_not_enumerated,account_inventory,enumerate,human_verified,human_revised_v1
ms_034,apt29::unknown::14,apt29,apt29,unknown,14,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134,T1548,T1049,87,valid_user_context,privilege_context_insufficient,privilege_boundary,elevate,human_verified,human_revised_v1
ms_035,apt29::unknown::15,apt29,apt29,unknown,15,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548,T1112,T1140,3,internal_host_access,configuration_modification_path_not_established,system_configuration_store,modify,human_verified,human_revised_v1
ms_036,apt29::unknown::20,apt29,apt29,unknown,20,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036 T1018 T1016,T1057,T1021,42,post_compromise_discovery,running_processes_not_enumerated,process_inventory,enumerate,human_verified,human_revised_v1
ms_037,fin6::unknown::3,fin6,fin6,unknown,3,T1087 T1018 T1482,T1016,T1560,6,post_compromise_discovery,environment_not_enumerated,network_configuration,enumerate,human_verified,human_revised_v1
ms_038,fin6::unknown::4,fin6,fin6,unknown,4,T1087 T1018 T1482 T1016,T1069,T1049,59,post_compromise_discovery,privilege_context_not_enumerated,permission_group_context,enumerate,human_verified,human_revised_v1
ms_039,fin6::unknown::8,fin6,fin6,unknown,8,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560,T1567,T1560,105,internal_host_access,exfiltration_path_not_established,external_transfer_channel,exfiltrate,human_verified,human_revised_v1
ms_040,fin6::unknown::12,fin6,fin6,unknown,12,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547,T1053,T1543,9,internal_host_access,persistence_path_not_established,scheduled_task,schedule,human_verified,human_revised_v1
ms_041,oilrig::unknown::26,oilrig,oilrig,unknown,26,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069 T1018 T1555 T1041 T1105 T1505 T1082 T1033 T1016 T1049 T1105,T1003,T1567,173,execution_on_host,credential_material_not_collected,credential_material,dump,human_verified,human_revised_v1
ms_042,oilrig::unknown::36,oilrig,oilrig,unknown,36,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069 T1018 T1555 T1041 T1105 T1505 T1082 T1033 T1016 T1049 T1105 T1003 T1041 T1070 T1105 T1572 T1021 T1105 T1569 T1083 T1048,T1070,T1567,171,execution_on_host,defense_evasion_path_not_established,process_or_file_identity,modify,human_verified,human_revised_v1
ms_043,oilrig::unknown::17,oilrig,oilrig,unknown,17,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069 T1018,T1555,T1016,148,execution_on_host,credential_material_not_collected,stored_credentials,collect,human_verified,human_revised_v1
ms_044,oilrig::unknown::20,oilrig,oilrig,unknown,20,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069 T1018 T1555 T1041 T1105,T1505,T1567,131,execution_on_host,persistence_path_not_established,persistence_mechanism,modify,human_verified,human_revised_v1
ms_045,oilrig::unknown::12,oilrig,oilrig,unknown,12,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007,T1082,T1124,48,post_compromise_discovery,environment_not_enumerated,system_information,enumerate,human_verified,human_revised_v1
ms_046,oilrig::unknown::16,oilrig,oilrig,unknown,16,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069,T1018,T1570,46,post_compromise_discovery,remote_targets_not_identified,remote_host_list,enumerate,human_verified,human_revised_v1
ms_047,oilrig::unknown::18,oilrig,oilrig,unknown,18,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069 T1018 T1555,T1041,T1082,37,execution_on_host,exfiltration_path_not_established,exfiltration_channel,exfiltrate,human_verified,human_revised_v1
ms_048,oilrig::unknown::11,oilrig,oilrig,unknown,11,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057,T1007,T1210,4,post_compromise_discovery,host_service_inventory_not_enumerated,service_inventory,enumerate,human_verified,human_revised_v1
ms_049,oilrig::unknown::1,oilrig,oilrig,unknown,1,T1082,T1033,T1016,3,post_compromise_discovery,current_user_context_not_confirmed,user_account_context,query,human_verified,human_revised_v1
ms_050,oilrig::unknown::30,oilrig,oilrig,unknown,30,T1082 T1033 T1082 T1016 T1087 T1069 T1021 T1087 T1069 T1049 T1057 T1007 T1082 T1012 T1087 T1069 T1018 T1555 T1041 T1105 T1505 T1082 T1033 T1016 T1049 T1105 T1003 T1041 T1070 T1105,T1572,T1567,2,execution_on_host,remote_execution_path_not_established,command_execution_channel,execute,human_verified,human_revised_v1
ms_051,sandworm::unknown::20,sandworm,sandworm,unknown,20,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083 T1049 T1105,T1555,T1572,181,execution_on_host,credential_material_not_collected,stored_credentials,collect,human_verified,human_revised_v1
ms_052,sandworm::unknown::24,sandworm,sandworm,unknown,24,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083 T1049 T1105 T1555 T1105 T1056 T1041,T1056,T1572,171,execution_on_host,credential_material_not_collected,credential_material,collect,human_verified,human_revised_v1
ms_053,sandworm::unknown::22,sandworm,sandworm,unknown,22,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083 T1049 T1105 T1555 T1105,T1056,T1572,171,execution_on_host,credential_material_not_collected,credential_material,collect,human_verified,human_revised_v1
ms_054,sandworm::unknown::7,sandworm,sandworm,unknown,7,T1105 T1505 T1033 T1082 T1083 T1003 T1105,T1548,T1570,170,execution_on_host,privilege_context_insufficient,access_token_context,elevate,human_verified,human_revised_v1
ms_055,sandworm::unknown::26,sandworm,sandworm,unknown,26,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083 T1049 T1105 T1555 T1105 T1056 T1041 T1056 T1018,T1070,T1572,166,execution_on_host,defense_evasion_path_not_established,process_or_file_identity,modify,human_verified,human_revised_v1
ms_056,sandworm::unknown::25,sandworm,sandworm,unknown,25,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083 T1049 T1105 T1555 T1105 T1056 T1041 T1056,T1018,T1572,164,post_compromise_discovery,remote_targets_not_identified,remote_host_list,enumerate,human_verified,human_revised_v1
ms_057,sandworm::unknown::18,sandworm,sandworm,unknown,18,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083,T1049,T1570,47,post_compromise_discovery,environment_not_enumerated,network_configuration,enumerate,human_verified,human_revised_v1
ms_058,sandworm::unknown::4,sandworm,sandworm,unknown,4,T1105 T1505 T1033 T1082,T1083,T1033,44,post_compromise_discovery,collection_target_not_identified,local_file_data,enumerate,human_verified,human_revised_v1
ms_059,sandworm::unknown::32,sandworm,sandworm,unknown,32,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003 T1552 T1021 T1569 T1547 T1033 T1082 T1083 T1049 T1105 T1555 T1105 T1056 T1041 T1056 T1018 T1070 T1021 T1105 T1021 T1105 T1486,T1021,T1572,35,internal_host_access,remote_execution_path_not_established,service_execution_channel,execute,human_verified,human_revised_v1
ms_060,sandworm::unknown::11,sandworm,sandworm,unknown,11,T1105 T1505 T1033 T1082 T1083 T1003 T1105 T1548 T1053 T1543 T1003,T1552,T1003,3,execution_on_host,credential_material_not_collected,stored_credentials,collect,human_verified,human_revised_v1
ms_061,wizard_spider::unknown::1,wizard_spider,wizard_spider,unknown,1,T1105,T1078,T1572,184,initial_foothold,user_execution_path_not_established,user_execution_channel,trigger,human_verified,human_revised_v1
ms_062,wizard_spider::unknown::29,wizard_spider,wizard_spider,unknown,29,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 T1049 T1082 T1482 T1069 T1558 T1021 T1105 T1021 T1105 T1547 T1069 T1003 T1105 T1222,T1489,T1033,178,execution_on_host,impact_path_not_established,host_availability,disrupt,human_verified,human_revised_v1
ms_063,wizard_spider::unknown::26,wizard_spider,wizard_spider,unknown,26,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 T1049 T1082 T1482 T1069 T1558 T1021 T1105 T1021 T1105 T1547 T1069,T1003,T1033,169,execution_on_host,credential_material_not_collected,credential_material,dump,human_verified,human_revised_v1
ms_064,wizard_spider::unknown::31,wizard_spider,wizard_spider,unknown,31,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 T1049 T1082 T1482 T1069 T1558 T1021 T1105 T1021 T1105 T1547 T1069 T1003 T1105 T1222 T1489 T1105,T1490,T1033,164,execution_on_host,impact_path_not_established,system_configuration_store,modify,human_verified,human_revised_v1
ms_065,wizard_spider::unknown::24,wizard_spider,wizard_spider,unknown,24,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 T1049 T1082 T1482 T1069 T1558 T1021 T1105 T1021 T1105,T1547,T1033,154,execution_on_host,persistence_path_not_established,persistence_mechanism,modify,human_verified,human_revised_v1
ms_066,wizard_spider::unknown::13,wizard_spider,wizard_spider,unknown,13,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007,T1087,T1570,36,post_compromise_discovery,current_user_context_not_confirmed,user_account_context,enumerate,human_verified,human_revised_v1
ms_067,wizard_spider::unknown::14,wizard_spider,wizard_spider,unknown,14,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087,T1016,T1570,33,post_compromise_discovery,environment_not_enumerated,network_configuration,query,human_verified,human_revised_v1
ms_068,wizard_spider::unknown::32,wizard_spider,wizard_spider,unknown,32,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016 T1049 T1082 T1482 T1069 T1558 T1021 T1105 T1021 T1105 T1547 T1069 T1003 T1105 T1222 T1489 T1105 T1490,T1105,T1033,25,execution_on_host,execution_capability_not_established,local_file_data,collect,human_verified,human_revised_v1
ms_069,wizard_spider::unknown::15,wizard_spider,wizard_spider,unknown,15,T1105 T1078 T1204 T1547 T1082 T1057 T1105 T1552 T1114 T1021 T1105 T1082 T1007 T1087 T1016,T1049,T1033,5,post_compromise_discovery,environment_not_enumerated,network_configuration,enumerate,human_verified,human_revised_v1
ms_070,wizard_spider::unknown::3,wizard_spider,wizard_spider,unknown,3,T1105 T1078 T1204,T1547,T1204,3,execution_on_host,persistence_path_not_established,persistence_mechanism,modify,human_verified,human_revised_v1
ms_071,turla_carbon::unknown::12,turla_carbon,turla_carbon,unknown,12,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053,T1069,T1053,179,post_compromise_discovery,privilege_context_not_enumerated,permission_group_context,enumerate,human_verified,human_revised_v1
ms_072,turla_carbon::unknown::26,turla_carbon,turla_carbon,unknown,26,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 T1021 T1070 T1205,T1189,T1105,171,execution_on_host,user_execution_path_not_established,user_execution_channel,trigger,human_verified,human_revised_v1
ms_073,turla_carbon::unknown::2,turla_carbon,turla_carbon,unknown,2,T1566 T1204,T1069,T1204,160,execution_on_host,user_execution_path_not_established,user_execution_channel,trigger,human_verified,human_revised_v1
ms_074,turla_carbon::unknown::25,turla_carbon,turla_carbon,unknown,25,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 T1021 T1070,T1205,T1105,122,execution_on_host,xecution_capability_not_established,command_execution_channel,trigger,human_verified,human_revised_v1
ms_075,turla_carbon::unknown::19,turla_carbon,turla_carbon,unknown,19,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056,T1070,T1056,116,execution_on_host,defense_evasion_path_not_established,process_or_file_identity,modify,human_verified,human_revised_v1
ms_076,turla_carbon::unknown::24,turla_carbon,turla_carbon,unknown,24,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105 T1021,T1070,T1105,38,execution_on_host,defense_evasion_path_not_established,process_or_file_identity,modif,human_verified,human_revised_v1
ms_077,turla_carbon::unknown::14,turla_carbon,turla_carbon,unknown,14,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018,T1003,T1021,24,execution_on_host,credential_material_not_collected,credential_material,dump,human_verified,human_revised_v1
ms_078,turla_carbon::unknown::23,turla_carbon,turla_carbon,unknown,23,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021 T1105,T1021,T1105,21,internal_host_access,remote_execution_path_not_established,command_execution_channel,execute,human_verified,human_revised_v1
ms_079,turla_carbon::unknown::18,turla_carbon,turla_carbon,unknown,18,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070,T1056,T1114,5,execution_on_host,credential_material_not_collected,credential_material,collect,human_verified,human_revised_v1
ms_080,turla_carbon::unknown::22,turla_carbon,turla_carbon,unknown,22,T1566 T1204 T1069 T1059 T1574 T1105 T1112 T1033 T1110 T1070 T1570 T1053 T1069 T1018 T1003 T1105 T1550 T1070 T1056 T1070 T1105 T1021,T1105,T1105,1,execution_on_host,execution_capability_not_established,local_file_data,collect,human_verified,human_revised_v1
