annotation_id,sample_id,source_org,plan_id,scenario_id,prefix_len,state,true_label,top1_pred,true_rank,current_access_context,exhausted_action_constraint,next_target_artifact,next_micro_verb,label_confidence,annotation_notes
ms_016,apt29::unknown::67,apt29,apt29,unknown,67,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036 T1018 T1016 T1057 T1070 T1082 T1049 T1003 T1547 T1134 T1003 T1134 T1081 T1552 T1036 T1113 T1115 T1056 T1041 T1105 T1134 T1053 T1134 T1018 T1059 T1083 T1134 T1105 T1113 T1083 T1059 T1041 T1070 T1529 T1070 T1037 T1204 T1070 T1518 T1082 T1033 T1057 T1134 T1003 T1546 T1018 T1033 T1028 T1105 T1114,T1005,T1021,142,internal_host_access,collection_target_not_identified,local_file_data,collect,human_verified,human_revised_v1
ms_017,apt29::unknown::11,apt29,apt29,unknown,11,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087,T1012,T1570,63,post_compromise_discovery,environment_not_enumerated,system_configuration_store,query,human_verified,human_revised_v1
ms_018,apt29::unknown::19,apt29,apt29,unknown,19,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036 T1018,T1016,T1036,59,post_compromise_discovery,environment_not_enumerated,network_configuration,enumerate,human_verified,human_revised_v1
ms_019,apt29::unknown::18,apt29,apt29,unknown,18,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012 T1036 T1134 T1548 T1112 T1055 T1036,T1018,T1036,49,post_compromise_discovery,remote_targets_not_identified,remote_host_list,enumerate,human_verified,human_revised_v1
ms_020,apt29::unknown::12,apt29,apt29,unknown,12,T1036 T1059 T1119 T1016 T1033 T1041 T1057 T1007 T1082 T1069 T1087 T1012,T1036,T1033,26,execution_on_host,defense_evasion_path_not_established,process_or_file_identity,masquerade,human_verified,human_revised_v1
ms_021,fin6::unknown::6,fin6,fin6,unknown,6,T1087 T1018 T1482 T1016 T1069 T1134,T1003,T1049,163,valid_user_context,credential_material_not_collected,credential_material,dump,human_verified,human_revised_v1
ms_022,fin6::unknown::17,fin6,fin6,unknown,17,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547 T1053 T1048 T1047 T1021 T1047,T1569,T1547,159,internal_host_access,remote_execution_path_not_established,service_execution_channel,execute,human_verified,human_revised_v1
ms_023,fin6::unknown::13,fin6,fin6,unknown,13,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547 T1053,T1048,T1053,148,internal_host_access,exfiltration_path_not_established,exfiltration_channel,exfiltrate,human_verified,human_revised_v1
ms_024,fin6::unknown::1,fin6,fin6,unknown,1,T1087,T1018,T1087,119,initial_foothold,remote_targets_not_identified,remote_host_list,enumerate,human_verified,human_revised_v1
ms_025,fin6::unknown::16,fin6,fin6,unknown,16,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047 T1547 T1053 T1048 T1047 T1021,T1047,T1036,26,internal_host_access,remote_execution_path_not_established,wmi_execution_channel,execute,human_verified,human_revised_v1
ms_026,fin6::unknown::7,fin6,fin6,unknown,7,T1087 T1018 T1482 T1016 T1069 T1134 T1003,T1560,T1087,23,internal_host_access,data_not_staged,staged_collection,collect,human_verified,human_revised_v1
ms_027,fin6::unknown::2,fin6,fin6,unknown,2,T1087 T1018,T1482,T1021,21,post_compromise_discovery,domain_trust_not_enumerated,domain_trust_relationship,enumerate,human_verified,human_revised_v1
ms_028,fin6::unknown::11,fin6,fin6,unknown,11,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569 T1047,T1547,T1547,1,internal_host_access,persistence_path_not_established,persistence_mechanism,modify,human_verified,human_revised_v1
ms_029,fin6::unknown::10,fin6,fin6,unknown,10,T1087 T1018 T1482 T1016 T1069 T1134 T1003 T1560 T1567 T1569,T1047,T1204,3,internal_host_access,remote_execution_path_not_established,wmi_execution_channel,execute,human_verified,human_revised_v1
